專案名稱,抽驗日期,分類,檢體名稱,抽驗行政郵遞區號,抽驗地點,檢驗結果,不符合規定原因
食品容器具,20230714,食品容器具,401L左右四格,111,士東企業社(士東免洗餐具總匯)/臺北市士林區士東路120巷20弄7號,不符合規定,未標示製造日期
包裝飲用水,20230828,盛裝飲用水,飲用水,104,信泰股份有限公司(麵屋一燈)/臺北市中山區南京東路1段29號,不符合規定,"大腸桿菌群：57CFU/100mL
(標準：陰性)"
可供食品使用中藥材,20230821,百合,生機龍牙百合（有效日期：20250302）,105,心元蔘藥行/臺北市松山區南京東路5段291巷20弄6號1樓,不符合規定,"(1)公告禁用農藥五氯苯胺（Pentachloroaniline）0.04ppm、五氯硝苯（Quintozene（PCNB））0.04ppm
(2)產品外包裝標示「嚴選安心產品合格」、「通過多項農殘檢驗合格」等字樣，涉標示不實"
可供食品使用中藥材,20230821,白木耳,白木耳（有效日期：20250301）,105,育仁藥行/臺北市松山區八德路3段152號1樓,不符合規定,"殺蟲劑Methomyl	納乃得0.12ppm(標準：不得檢出)	
殺蟎劑Propargite	毆蟎多0.05ppm(標準：不得檢出)	"
可供食品使用中藥材,20230824,白木耳,白木耳（有效日期：20260218）,103,萬安堂蔘藥行/臺北市大同區迪化街1段84號,不符合規定,"(1)生長調節劑Chlormequat克美素0.58 ppm（標準：不得檢出）
(2)產品外包裝標示「多項農藥殘留檢驗合格」、「國家多項農殘檢驗合格」等字樣，涉標示不實"
可供食品使用中藥材,20230824,白木耳,太陽農場生機銀耳(有效日期：20240330),103,迪隆蔘藥行/臺北市大同區歸綏街220號1樓,不符合規定,"(1)生長調節劑Chlormequat克美素0.34ppm(標準:不得檢出)
(2)產品外包裝標示「通過SGS農藥殘留檢驗符合國家標準」字樣，涉標示不實"
可供食品使用中藥材,20230823,白木耳,銀耳（有效日期：20240806）,111,家福股份有限公司台北天母分公司/臺北市士林區德行西路47號,不符合規定,生長調節劑Chlormequat克美素0.24 ppm（標準：不得檢出）
可供食品使用中藥材,20230823,白木耳,白木耳（有效日期：20250301）,112,旭和藥行/臺北市北投區明德路111號,不符合規定,殺蟲劑Methomyl納乃得0.10ppm（標準：不得檢出）
可供食品使用中藥材,20230824,黑棗,生機烏棗（馬牙棗）（有效日期：20260202）,103,龍源中藥行/臺北市大同區迪化街1段172號1樓,不符合規定,"(1)殺菌劑2-Phenylphenol 0.07 ppm（標準：不得檢出）
(2)產品外包裝標示「合格 安心使用」字樣，涉標示不實"
供應校園午餐之盒餐(臺北市),20230911,半成品(豆製品),手工板豆腐,103,臺北市成淵高級中學(寬盈國際企業股份有限公司)/臺北市大同區承德路2段235號,不符合規定,防腐劑苯甲酸：1.42 g/kg（標準：不得添加）
火鍋料,20231002,蔬果,青蔥,112,明煬四方有限公司(丰明殿)/臺北市北投區東華街1段362號1樓,不符合規定,殺蟲劑賽安勃(Cyantraniliprole)：0.07ppm(標準：不得檢出)
火鍋料,20231002,蔬果,蔥,112,寒順企業社(寒聚精緻鍋物)/臺北市北投區石牌路2段97巷8號1樓,不符合規定,"殺菌劑腐絕(Thiabendazole)：
0.13ppm (標準：0.01ppm)"
火鍋料,20231002,花生粉,花生粉,112,百世佳興業有限公司石牌分公司/臺北市北投區石牌路2段335號,不符合規定,黃麴毒素B1：5.0μg/kg(標準：2μg/kg)
火鍋料,20231003,花生粉,花生粉,106,天椒小吃店(天辣麻辣火鍋)/臺北市大安區復興南路2段84號,不符合規定,黃麴毒素B1：6.5μg/kg(標準：2μg/kg)
火鍋料,20231003,豆腐,豆腐,110,昕殿有限公司(辛殿麻辣鍋)/臺北市信義區松壽路12號1樓,不符合規定,苯甲酸：1.94g/kg(標準：不得檢出)
火鍋料,20231004,鮮果蔬菜類及其加工品,青江菜,115,三澧企業股份有限公司(MoMo Paradise南港潤泰牧場)/臺北市南港區忠孝東路7段369號10樓,不符合規定,"1.殺菌劑芬普尼(Fipronil)：0.472ppm(標準：0.001ppm)
2.殺菌劑芬普尼代謝物(Fipronil-sulfone)：0.06ppm(標準：0.001ppm)
3.殺蟲劑百利普芬(Pyriproxyfen)：1.81ppm(標準：0.01ppm)"
火鍋料,20231005,豆腐,豆腐,104,錦德錩餐飲股份有限公司(土狗樂市)/臺北市中山區建國北路2段3巷17號,不符合規定,苯甲酸：0.91g/kg(標準：不得檢出)
火鍋料,20231006,豆腐,手工板豆腐,100,八海國際餐飲股份有限公司(八海食潮當代鍋物)/臺北市中正區北平西路3號2樓,不符合規定,苯甲酸：0.75g/kg(標準：不得檢出)
火鍋料,20231006,鮮果蔬菜類及其加工品,青江菜,108,格萊思美國際餐飲股份有限公司(心心麻辣鍋)/臺北市萬華區成都路141號,不符合規定,殺菌劑四氯異苯腈(Chlorothalonil)：16.1ppm(標準：5ppm)
火鍋料,20231006,鮮果蔬菜類及其加工品,青江菜,100,欣鍋園小吃店(欣鍋園涮涮鍋)/臺北市中正區和平西路1段34號1樓,不符合規定,"1.殺蟲劑賽滅寧(Cypermethrin)：2.9ppm(標準：2ppm)
2.殺蟲劑芬普尼(Fipronil)：0.013ppm(標準：0.001ppm)
3.殺蟲劑芬普尼代謝物(Fipronil-sulfone)：0.049ppm(標準：0.001ppm)"
豆製品(含非基改食品),20230822,豆製品(豆干),"豆乾
(進貨日期：2023/8/22)",104,俊華豆腐店/臺北市中山區安東街5之6號,不符合規定,殺菌劑過氧化氫：陽性（不得檢出）
豆製品(含非基改食品),20230822,豆製品(豆干絲),"豆干絲(非基因改造)
(進貨日期：2023/8/19)",104,國鴻蔬菜號/臺北市中山區長春路299號1樓長春市場37號攤,不符合規定,殺菌劑過氧化氫：陽性（不得檢出）
豆製品(含非基改食品),20230822,豆製品(豆干絲),"泰山白干絲
(進貨日期：2023/8/22)",108,環南素食大批發(環南素食行)/臺北市萬華區西藏路295號1樓,不符合規定,殺菌劑過氧化氫：陽性（不得檢出）
豆製品(含非基改食品),20230822,豆製品(豆干絲),"泰山五香干絲
(進貨日期：2023/8/22)",108,環南素食大批發(環南素食行)/臺北市萬華區西藏路295號1樓,不符合規定,殺菌劑過氧化氫：陽性（不得檢出）
豆製品(含非基改食品),20230822,豆製品(豆干絲),"泰山干絲(白絲)
(進貨日期：2023/8/20)",116,木柵市場-素食專賣/臺北市文山區保儀路13巷3號1樓59號攤,不符合規定,殺菌劑過氧化氫：陽性（不得檢出）
豆製品(含非基改食品),20230822,豆製品(豆干),"豆干
(進貨日期：2023/8/20)",116,木柵市場-阿貞豆腐店/臺北市文山區保儀路13巷3號1樓54號攤,不符合規定,殺菌劑過氧化氫：陽性（不得檢出）
豆製品(含非基改食品),20230822,豆製品(豆干絲),"白干絲
(進貨日期：2023/8/22)",115,成德市場-佳家用品/臺北市南港區同德路100號144號攤,不符合規定,殺菌劑過氧化氫：陽性（不得檢出）
豆製品(含非基改食品),20230822,豆製品(豆干),"四分豆干
(進貨日期：2023/8/22)",114,泰和素食豆干/臺北市內湖區康寧路1段33巷15號,不符合規定,殺菌劑過氧化氫：陽性（不得檢出）
豆製品(含非基改食品),20230823,豆製品(豆干絲),"豆干絲
(進貨日期：2023/8/23)",106,裕民便當店(老師傅精緻餐盒)/臺北市大安區復興南路2段151巷53號1樓,不符合規定,殺菌劑過氧化氫：陽性（不得檢出）
豆製品(含非基改食品),20230824,豆製品(豆干絲),"泰山干絲
(進貨日期：2023/8/24)",105,尚揚蔬果行/臺北市松山區南京東路5段291巷30號1樓,不符合規定,殺菌劑過氧化氫：陽性（不得檢出）
豆製品(含非基改食品),20230824,豆製品(豆干絲),"干絲
(進貨日期：2023/8/24)",105,中崙市場-元味素食/臺北市松山區八德路3段76號1號攤,不符合規定,殺菌劑過氧化氫：陽性（不得檢出）
豆製品(含非基改食品),20230824,豆製品(豆干),"豆干
(進貨日期：2023/8/24)",105,中崙市場-元味素食/臺北市松山區八德路3段76號1號攤,不符合規定,殺菌劑過氧化氫：陽性（不得檢出）
豆製品(含非基改食品),20230825,豆製品(豆干絲),"泰山干絲
(進貨日期：2023/8/25)",104,莊綉華攤/臺北市中山區龍江路412巷61號,不符合規定,殺菌劑過氧化氫：陽性（不得檢出）
"即食食品2
(一般機關構)",20230906,自製飲品,冰紅茶,115,茄子餐飲事業股份有限公司(茄子咖哩)/臺北市南港區忠孝東路7段369號9樓C棟,不符合規定,"初抽：腸桿菌科:43(標準:10 CFU/mL)
複抽：腸桿菌科:5.7×10^2(標準:10 CFU/mL)"
蔬果,20230907,小葉菜類,青蒜,111,道緣小吃店(寶飽煲)/臺北市士林區福壽街3、5、7號1樓,不符合規定,"殺菌劑Azoxystrobin亞托敏0.5ppm（標準：0.1ppm以下）
殺菌劑Famoxadone凡殺同0.04ppm（標準：0.01ppm以下）
殺菌劑Flutolanil福多寧2.4ppm（標準：2.0ppm以下）"
蔬果,20230905,香辛植物及其他草木本植物,香菜(芫荽),104,陳O訓(承銷號：2159)/臺北市中山區民族東路336號(濱江果菜市場第21-09攤),不符合規定,"殺草劑Atrazine草脫淨0.01 ppm（標準：不得檢出）
殺草劑Linuron理有龍0.01 ppm（標準：不得檢出）"
蔬果,20230906,根莖菜類,白蘿蔔,106,遠東都會股份有限公司復興店(city'super復興店)/臺北市大安區忠孝東路3段300號B3樓(遠東SOGO),不符合規定,殺蟲劑Fipronil 芬普尼0.007、Fipronil-sulfone芬普尼代謝物0.007 ppm（標準：0.001 ppm以下）
蔬果,20230907,小葉菜類,九層塔(羅勒),111,全國健康素食(士林素食館)/臺北市士林區中正路281號,不符合規定,"殺菌劑Azoxystrobin亞托敏3.8 ppm（標準：1.0 ppm以下）
殺菌劑Dimethomorph達滅芬4.8 ppm（標準：2.5 ppm以下）"
蔬果,20230905,果菜類,朝天椒,108,楊O嵐（臺北農產運銷股份有限公司第一果菜批發市場零批場地號1017/臺北市萬華區萬大路533號）,不符合規定,"殺菌劑Difenoconazole待克利0.8 ppm（標準：0.5ppm以下）
殺蟲劑Profenophos佈飛松1.1 ppm（標準：1.0 ppm以下）"
蔬果,20230907,大漿果類,紅寶蜜露百香果,112,全聯實業股份有限公司北投吉利分公司/臺北市北投區吉利街125號1樓,不符合規定,殺蟲劑Cyromazine賽滅淨0.15 ppm（標準：不得檢出）
蔬果,20230905,豆菜類,越南甜豌豆,114,大潤發流通事業股份有限公司南湖分公司(大潤發)/臺北市內湖區舊宗路1段188號1至4樓,不符合規定,殺菌劑Diniconazole達克利0.03ppm（標準：不得檢出）
蔬果,20230906,香辛植物及其他草木本植物,香菜(芫荽),106,果然匯明曜店/臺北市大安區忠孝東路4段200號12樓,不符合規定,殺草劑Atrazine草脫淨0.01 ppm（標準：不得檢出）
蔬果,20230905,小葉菜類,杏菜,104,濱江果菜市場第17-08攤（承銷號：2054/臺北市中山區民族東路336號）,不符合規定,殺菌劑Pyraclostrobin 百克敏0.32 ppm（標準：0.01 ppm以下）
蔬果,20230905,小葉菜類,青蔥,108,22號蔬果園/臺北市萬華區西藏路125巷22號1樓,不符合規定,殺蟲劑Fipronil-sulfone芬普尼代謝物0.016 ppm（標準：0.001 ppm以下）
蔬果,20230901,根莖菜類,進口白蘿蔔,105,惠康百貨股份有限公司松山光復分公司(家樂福)/臺北市松山區光復北路198號,不符合規定,殺蟲劑Clothianidin可尼丁0.11 ppm（標準：0.02 ppm以下）
蔬果,20230905,根莖菜類,白蘿蔔,104,阿郎蔬菜產通門市部(濱江果菜市場第20-03攤)/臺北市中山區民族東路336號,不符合規定,殺蟲劑Trichlorfon三氯松0.03ppm（標準：0.01ppm以下）
蔬果,20230906,小葉菜類,芥藍芽,104,濱江果菜市場第21-06號攤（承銷號：2030/臺北市中山區民族東路336號）,不符合規定,殺線蟲劑Oxamyl毆殺滅1.1 ppm（標準：0.5 ppm以下）
蔬果,20230906,豆菜類,四季豆(菜豆),110,唯椿企業股份有限公司(miacucina信義店)/臺北市信義區松壽路11號2樓(新光三越),不符合規定,殺蟲劑Fenvalerate芬化利0.2 ppm（標準：0.1 ppm 以下）
蔬果,20230906,香辛植物及其他草木本植物,芫荽(香菜),106,遠東都會股份有限公司復興店(city'super復興店)/臺北市大安區忠孝東路3段300號B3樓(遠東SOGO),不符合規定,殺蟲劑Fenitrothion 撲滅松0.02 ppm（標準：0.01 ppm以下）
蔬果,20230906,果菜類,台灣茄子400 g,110,遠百企業股份有限公司忠孝分公司(愛買忠孝店)/臺北市信義區忠孝東路5段297號地下1.2.3樓,不符合規定,殺蟎劑Spirodiclofen 賜派芬0.02 ppm（標準：0.01ppm以下）
蔬果,20230907,根莖菜類,進口蘿蔔600公克,112,全聯實業股份有限公司北投吉利分公司/臺北市北投區吉利街125號1樓,不符合規定,殺蟲劑Chlorfenapyr克凡派0.07 ppm（標準：0.05 ppm以下）
蔬果,20230901,小葉菜類,青江菜,105,兄弟大飯店股份有限公司(兄弟大飯店)/臺北市松山區南京東路3段255號,不符合規定,"殺蟲劑Chlorfenapyr	克凡派1.3ppm(標準：1.0ppm以下)	"
蔬果,20230906,大漿果類,百香果,110,遠百企業股份有限公司忠孝分公司(愛買忠孝店)/臺北市信義區忠孝東路5段297號地下1.2.3樓,不符合規定,殺蟲劑Triazophos三落松0.6 ppm（標準：0.5 ppm以下）
生鮮禽畜肉品,20230920,牛肉,冷凍澳洲穀飼雪花火鍋肉片(有效日期：2024年1月24日),106,GREEN&SAFE 公館店/臺北市大安區羅斯福路3段297號,不符合規定,檢出殘留Ractopamine (未超過標準)，惟產品外包裝標示「定期檢驗無動物用藥殘留」，且業者無法確認該產品確切原產地。
網路販售蔬果類食品,20230822,蕈菜類,新鮮秋季黑松露,100,"歐陸食材小舖
(https://www.theeupantry.com/)",不符合規定,"鎘-4mg/kg
(標準: 2 mg/kg)"
網路販售蔬果類食品,20230822,包裝,"巴西蘑菇(純素)
(有效日期：2024/04/03)",110,"蝦皮購物-彩虹菇
(https://shopee.tw/day22882288)",不符合規定,"鎘-8mg/kg
(標準: 2 mg/kg)"
網路販售蔬果類食品,20230822,包裝,"野生川耳(純素)
(有效日期：2024/05/03)",110,"蝦皮購物-豐產香菇行
(https://shopee.tw/feng_chan)",不符合規定,1.檢驗符合規定2.標示不符規定
網路販售蔬果類食品,20230822,蕈菜類,"野生黑松露
(有效日期：2024/08/13)",110,"蝦皮購物-啟陞食品行
(https://shopee.tw/an0919566338an)",不符合規定,未向中央主管機關申請查驗並申報其產品有關資訊。
