"統一編號","公司名稱","公司地址","資本總額","實收資本額","在境內營運資金","核准設立日期","營業地址（財政資訊中心匯入）","行業代號（財政資訊中心匯入）","財政資訊中心匯入日期","股票代號（金融監督管理委員會匯入）","產業別（金融監督管理委員會匯入）","金融監督管理委員會匯入日期","商標資料（智慧財產局匯入）","智慧財產局匯入日期"
"93685386","鑫創資本有限公司","新北市五股區芳洲八路96號3樓","2000000"," "," ","1130314","新北市五股區成泰里芳洲八路９６號３樓","454612,454999,472933,475113","26-MAR-26","","","","",""
"93685858","慧鴻投資實業有限公司","新北市新莊區中港路531巷27號3樓","5400000"," "," ","1130315","新北市新莊區中信里中港路５３１巷２７號３樓","669199,456999,,","26-MAR-26","","","","",""
"93686168","木晨企業有限公司","新北市蘆洲區中山一路161號3樓","300000"," "," ","1130315","新北市蘆洲區溪墘里中山一路１６１號３樓","434011,,,","26-MAR-26","","","","",""
"93686625","立緯國際貿易有限公司","新北市板橋區文化路1段360號17樓之6","3500000"," "," ","1130318","新北市板橋區華江里文化路１段３６０號十七樓之６","465311,457299,475299,","26-MAR-26","","","","",""
"93686836","好居物業股份有限公司","新北市板橋區雙十路2段217號3樓","20000000","20000000"," ","1130318","新北市板橋區忠翠里雙十路２段２１７號３樓","434011,524100,,","26-MAR-26","","","","",""
"93686842","宜利國際實業股份有限公司","新北市板橋區大觀路2段174巷171號2樓","1000000","1000000"," ","1130318","新北市板橋區聚安里大觀路２段１７４巷１７１號２樓","524100,,,","26-MAR-26","","","","",""
"93687201","晨曦智慧式停車設備有限公司","新北市汐止區大同路3段609號20樓之1","200000"," "," ","1130318","新北市汐止區保新里大同路三段６０９號二十樓之１","433199,,,","26-MAR-26","","","","",""
"93687595","美居管理顧問有限公司","新北市新店區安祥路122號3樓","100000"," "," ","1130319","新北市新店區香坡里安祥路１２２號３樓","781099,,,","26-MAR-26","","","","",""
"93688139","俊明物流有限公司","新北市新莊區天祥街91巷13號5樓","100000"," "," ","1130328","新北市新莊區合鳳里０１２鄰天祥街９１巷１３號５樓","530100,,,","26-MAR-26","","","","",""
"93688784","駿欣機電股份有限公司","新北市土城區承天路35號4樓","1000000","1000000"," ","1130329","新北市土城區大安里承天路３５號四樓","433112,,,","26-MAR-26","","","","",""
