principal,date,law,name,id,lawcontent,docno,amt_dollartwd
周明龍,2022-07-01,職業安全衛生法第6條第1項,成川鋼管股份有限公司,894490470WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114750311號,30000
魏銘興,2022-07-04,職業安全衛生法第6條第1項,韓瑄有限公司,894490482WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114751110號,30000
葉翃愷,2022-07-04,職業安全衛生法第6條第1項,翃藝廣告工程有限公司,894691267WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114751008號,30000
林柱雄,2022-07-04,職業安全衛生法第6條第1項,統和營造股份有限公司,894691268WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114750815號,40000
詹豐安,2022-07-04,職業安全衛生法第6條第1項,天從國際人力資源有限公司,894691269WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114750612號,30000
詹豐安,2022-07-04,職業安全衛生法第22條第1項,天從國際人力資源有限公司,894691270WZT,未特約醫護人員辦理臨場健康服務,新北府勞檢字第1114750614號,30000
詹豐安,2022-07-04,職業安全衛生法第23條第1項,天從國際人力資源有限公司,894691272WZT,未訂定職業安全衛生管理計畫，並設置安全衛生組織、人員，實施安全衛生管理及自動檢查,新北府勞檢字第1114750613號,30000
游文彬,2022-07-05,職業安全衛生法第6條第1項,京瑞營造有限公司,894764619WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114751098號,30000
林甄紜,2022-07-05,職業安全衛生法第6條第1項,豪豐營造股份有限公司,894764620WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114751203號,30000
陳本源,2022-06-28,職業安全衛生法第22條第1項,全華圖書股份有限公司,894764647WZT,未特約醫護人員辦理臨場健康服務,新北府勞檢字第1114750359號,30000
張戊林,2022-07-05,職業安全衛生法第6條第1項,捷華工業股份有限公司,894764653WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114750781號,30000
楊智偉,2022-07-05,職業安全衛生法第26條第2項,捷力通運有限公司,894764692WZT,承攬人就其承攬之全部或一部分交付再承攬時，未依前項規定告知再承攬人,新北府勞檢字第1114750729號,30000
陳宥任,2022-07-05,職業安全衛生法第26條第2項,峻富物流股份有限公司,894764701WZT,承攬人就其承攬之全部或一部分交付再承攬時，未依前項規定告知再承攬人,新北府勞檢字第1114750728號,30000
余政哲,2022-07-06,職業安全衛生法第6條第1項,政展冷氣空調有限公司,894851333WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114751456號,30000
徐永福,2022-07-06,職業安全衛生法第26條第1項,紘全實業股份有限公司,894851334WZT,事業單位以其事業之全部或一部分交付承攬時，未於事前告知該承攬人有關其事業工作環境、危害因素暨本法及有關安全衛生規定應採取之措施,新北府勞檢字第1114751461號,30000
林炳松,2022-07-07,職業安全衛生法第26條第1項,交通部高速公路局北區養護工程分局,894851352WZT,事業單位以其事業之全部或一部分交付承攬時，未於事前告知該承攬人有關其事業工作環境、危害因素暨本法及有關安全衛生規定應採取之措施,新北府勞檢字第1114751537號,30000
池美菁,2022-07-11,職業安全衛生法第6條第1項,銘門工業有限公司,895080808WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114752079號,30000
何明輝,2022-07-11,職業安全衛生法第6條第2項,富信大飯店股份有限公司,895080809WZT,未妥為規劃及採取必要之安全衛生措施,新北府勞檢字第1114751469號,30000
陳祈德,2022-07-11,職業安全衛生法第6條第1項,宜佳棉業股份有限公司,895304882WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114751581號,30000
楊銀華,2022-07-11,職業安全衛生法第26條第1項,華富水電工程有限公司,895304883WZT,事業單位以其事業之全部或一部分交付承攬時，未於事前告知該承攬人有關其事業工作環境、危害因素暨本法及有關安全衛生規定應採取之措施,新北府勞檢字第1114751810號,30000
楊銀華,2022-07-11,職業安全衛生法第27條第1項,華富水電工程有限公司,895304884WZT,事業單位與承攬人、再承攬人分別僱用勞工共同作業時，為防止職業災害，原事業單位未採取必要措施,新北府勞檢字第11147518101號,60000
,2022-07-11,職業安全衛生法第26條第2項,許滄淋,895304907WZT,承攬人就其承攬之全部或一部分交付再承攬時，未依前項規定告知再承攬人,新北府勞檢字第11147518102號,60000
,2022-07-11,職業安全衛生法第37條第2項,涂文援,895304910WZT,事業單位勞動場所發生職業災害，未於八小時內通報勞動檢查機構,新北府勞檢字第11147518103號,60000
,2022-07-12,職業安全衛生法第6條第1項,潘諺諳(即名將起重工程行),895304936WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114752165號,30000
林靜蕙,2022-07-13,職業安全衛生法第6條第1項,晶欣股份有限公司,895483458WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114752210號,30000
郭呂玉蘭,2022-07-13,職業安全衛生法第32條第1項,其基有限公司,895483463WZT,未對勞工應施以從事工作與預防災變所必要之安全衛生教育及訓練,新北府勞檢字第1114752218號,30000
郭呂玉蘭,2022-07-13,職業安全衛生法第6條第2項,其基有限公司,895483464WZT,未妥為規劃及採取必要之安全衛生措施,新北府勞檢字第1114752217號,30000
鄭國盛,2022-07-14,職業安全衛生法第6條第1項,協侑營造有限公司,895566576WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114752512號,30000
鄭俊民,2022-07-14,職業安全衛生法第27條第1項,齊裕營造股份有限公司,895566580WZT,事業單位與承攬人、再承攬人分別僱用勞工共同作業時，為防止職業災害，原事業單位未採取必要措施,新北府勞檢字第1114752448號,30000
鄭俊民,2022-07-14,職業安全衛生法第6條第1項,齊裕營造股份有限公司,895566581WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第11147524481號,60000
曹婉儀,2022-07-14,職業安全衛生法第6條第1項,易城工程企業有限公司,895566582WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第11147524482號,30000
鄭俊民,2022-07-15,職業安全衛生法第6條第1項,齊裕營造股份有限公司,895649623WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114752617號,80000
鄭俊民,2022-07-15,職業安全衛生法第27條第1項,齊裕營造股份有限公司,895649624WZT,事業單位與承攬人、再承攬人分別僱用勞工共同作業時，為防止職業災害，原事業單位未採取必要措施,新北府勞檢字第1114752619號,40000
郭佩蓁,2022-07-15,職業安全衛生法第6條第1項,全信得興業有限公司,895649628WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114752616號,30000
曹婉儀,2022-07-15,職業安全衛生法第6條第1項,易城工程企業有限公司,895649632WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114752649號,30000
曾憲德,2022-07-19,職業安全衛生法第27條第1項,安生營造股份有限公司,895733457WZT,事業單位與承攬人、再承攬人分別僱用勞工共同作業時，為防止職業災害，原事業單位未採取必要措施,新北府勞檢字第1114752589號,60000
蔡英惠,2022-07-20,職業安全衛生法第6條第1項,佳業傢俱有限公司,896084533WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114753030號,40000
林鴻吉,2022-07-20,職業安全衛生法第6條第1項,國城營造有限公司,896084539WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114753047號,30000
劉本謙,2022-07-20,職業安全衛生法第6條第2項,依洛國際開發股份有限公司,896179546WZT,未妥為規劃及採取必要之安全衛生措施,新北府勞檢字第1114753086號,30000
劉本謙,2022-07-20,職業安全衛生法第32條第1項,依洛國際開發股份有限公司,896179547WZT,未對勞工應施以從事工作與預防災變所必要之安全衛生教育及訓練,新北府勞檢字第1114753087號,30000
黃文堯,2022-07-22,職業安全衛生法第26條第1項,台北港貨櫃碼頭股份有限公司,896366177WZT,事業單位以其事業之全部或一部分交付承攬時，未於事前告知該承攬人有關其事業工作環境、危害因素暨本法及有關安全衛生規定應採取之措施,新北府勞檢字第1114753178號,30000
黃文堯,2022-07-22,職業安全衛生法第27條第1項,台北港貨櫃碼頭股份有限公司,896366178WZT,事業單位與承攬人、再承攬人分別僱用勞工共同作業時，為防止職業災害，原事業單位未採取必要措施,新北府勞檢字第1114753185號,30000
陳義忠,2022-07-22,職業安全衛生法第26條第2項,長榮國際儲運股份有限公司,896366179WZT,承攬人就其承攬之全部或一部分交付再承攬時，未依前項規定告知再承攬人,新北府勞檢字第1114753179號,30000
林鴻吉,2022-07-22,職業安全衛生法第6條第1項,國城營造有限公司,896366184WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114753592號,60000
林鴻吉,2022-07-22,職業安全衛生法第26條第1項,國城營造有限公司,896366185WZT,事業單位以其事業之全部或一部分交付承攬時，未於事前告知該承攬人有關其事業工作環境、危害因素暨本法及有關安全衛生規定應採取之措施,新北府勞檢字第11147535921號,30000
林鴻吉,2022-07-22,職業安全衛生法第27條第1項,國城營造有限公司,896366186WZT,事業單位與承攬人、再承攬人分別僱用勞工共同作業時，為防止職業災害，原事業單位未採取必要措施,新北府勞檢字第11147535922號,30000
,2022-07-25,職業安全衛生法第6條第2項,簡澄坤(即國語週刊雜誌社),896366193WZT,未妥為規劃及採取必要之安全衛生措施,新北府勞檢字第1114753561號,30000
周文隆,2022-07-22,職業安全衛生法第6條第1項,峯鐵五金有限公司,896366199WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114753330號,30000
曹賜正,2022-07-22,職業安全衛生法第6條第2項,東碩資訊股份有限公司,896366202WZT,未妥為規劃及採取必要之安全衛生措施,新北府勞檢字第1114753707號,30000
施俊航,2022-07-25,職業安全衛生法第6條第1項,穎航興業有限公司,896606810WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114753425號,40000
賴麗媖,2022-07-25,職業安全衛生法第6條第1項,廣記營造股份有限公司,896606811WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114753375號,30000
李昌鴻,2022-07-25,職業安全衛生法第6條第2項,羅昇企業股份有限公司,896606812WZT,未妥為規劃及採取必要之安全衛生措施,新北府勞檢字第1114753809號,30000
王錦華,2022-07-26,職業安全衛生法第6條第2項,新北市立圖書館,896606818WZT,未妥為規劃及採取必要之安全衛生措施,新北府勞檢字第1114753952號,30000
徐文麟,2022-07-27,職業安全衛生法第6條第1項,英濟股份有限公司,896708056WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114754128號,30000
劉俊洪,2022-07-28,職業安全衛生法第6條第1項,巧詮工業有限公司,896708057WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114754251號,30000
林士欽,2022-07-27,職業安全衛生法第6條第2項,貴族世家企業股份有限公司,896708065WZT,未妥為規劃及採取必要之安全衛生措施,新北府勞檢字第1114754102號,30000
李陳欣燕,2022-07-27,職業安全衛生法第6條第1項,岱立營造工程股份有限公司,896809564WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114753971號,30000
吳委倫,2022-07-28,職業安全衛生法第6條第1項,安慶營造股份有限公司,896909391WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114754319號,30000
沈文斌,2022-07-29,職業安全衛生法第6條第2項,遠信國際資融股份有限公司,896909397WZT,未妥為規劃及採取必要之安全衛生措施,新北府勞檢字第1114754262號,30000
李忠華,2022-07-29,職業安全衛生法第6條第2項,偉盟國際有限公司,896909398WZT,未妥為規劃及採取必要之安全衛生措施,新北府勞檢字第1114754387號,30000
王宏緒,2022-07-29,職業安全衛生法第6條第1項,鈦集工程有限公司,896909399WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114754356號,30000
許自哲,2022-07-29,職業安全衛生法第6條第1項,奇鈺精密鑄造股份有限公司,896909400WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114754316號,30000
顏景焜,2022-08-01,職業安全衛生法第6條第1項,仲泰紙品股份有限公司,897299071WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114754877號,30000
翁朝棟,2022-08-02,職業安全衛生法第27條第1項,中國鋼鐵股份有限公司,897299072WZT,事業單位與承攬人、再承攬人分別僱用勞工共同作業時，為防止職業災害，原事業單位未採取必要措施,新北府勞檢字第1114754656號,30000
蔡煌瑯,2022-08-02,職業安全衛生法第6條第1項,台灣車輛股份有限公司,897299073WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114754574號,30000
游東平,2022-08-01,職業安全衛生法第6條第2項,陽基開發股份有限公司,897299074WZT,未妥為規劃及採取必要之安全衛生措施,新北府勞檢字第1114754416號,30000
吳文琳,2022-08-02,職業安全衛生法第6條第1項,笙泰營造股份有限公司,897389347WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114754937號,80000
張俊雄,2022-08-02,職業安全衛生法第6條第2項,新店客運股份有限公司,897389348WZT,未妥為規劃及採取必要之安全衛生措施,新北府勞檢字第1114754539號,30000
張俊雄,2022-08-02,職業安全衛生法第23條第1項,新店客運股份有限公司,897389349WZT,未訂定職業安全衛生管理計畫，並設置安全衛生組織、人員，實施安全衛生管理及自動檢查,新北府勞檢字第1114754542號,30000
白志雄,2022-08-03,職業安全衛生法第6條第1項,米塔汐止食品有限公司,897465201WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114755009號,30000
白志雄,2022-08-03,職業安全衛生法第6條第2項,米塔汐止食品有限公司,897465202WZT,未妥為規劃及採取必要之安全衛生措施,新北府勞檢字第1114754976號,30000
白志雄,2022-08-03,職業安全衛生法第32條第1項,米塔汐止食品有限公司,897465203WZT,未對勞工應施以從事工作與預防災變所必要之安全衛生教育及訓練,新北府勞檢字第1114754975號,30000
陳建財,2022-08-03,職業安全衛生法第6條第2項,鍵財機械企業股份有限公司,897465204WZT,未妥為規劃及採取必要之安全衛生措施,新北府勞檢字第1114754831號,30000
葉麗玲,2022-08-04,職業安全衛生法第6條第1項,大紳有限公司,897465223WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114755033號,30000
,2022-08-05,職業安全衛生法第6條第1項,吳俊德(即鼎貫工程行),897539651WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114755148號,40000
劉啓峰,2022-08-05,職業安全衛生法第27條第1項,宏錩工程有限公司,897539652WZT,事業單位與承攬人、再承攬人分別僱用勞工共同作業時，為防止職業災害，原事業單位未採取必要措施,新北府勞檢字第11147551481號,30000
張中一,2022-08-08,職業安全衛生法第6條第1項,中華彩色印刷股份有限公司,897615952WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114755486號,30000
洪添義,2022-08-08,職業安全衛生法第6條第1項,義選工程有限公司,897615953WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114755506號,30000
張勝發,2022-08-05,職業安全衛生法第6條第1項,洛城營造有限公司,897615956WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114755475號,40000
李慧珠,2022-08-09,職業安全衛生法第6條第1項,昱群開發石材有限公司,897836959WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114755391號,30000
林志忠,2022-08-09,職業安全衛生法第6條第1項,潛寶海事工程有限公司,897919334WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114755298號,20000
蘇家寅,2022-08-11,職業安全衛生法第6條第1項,昕晟曜科技有限公司,898002650WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114755874號,30000
朱柏華,2022-08-10,職業安全衛生法第6條第1項,正榮機電科技工程有限公司,898002652WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114755583號,30000
林鴻吉,2022-08-11,職業安全衛生法第27條第1項,國城營造有限公司,898002657WZT,事業單位與承攬人、再承攬人分別僱用勞工共同作業時，為防止職業災害，原事業單位未採取必要措施,新北府勞檢字第1114756105號,30000
吳偉強,2022-08-11,職業安全衛生法第6條第1項,嵩鼎工程有限公司,898002658WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114756101號,30000
喻家聲,2022-08-12,職業安全衛生法第6條第1項,中央印製廠,898085602WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114755726號,30000
謝帝旺,2022-08-12,職業安全衛生法第6條第1項,大地營造股份有限公司,898085603WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114755732號,30000
張熹椿,2022-08-12,職業安全衛生法第6條第1項,原企有限公司,898085644WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114756013號,30000
邱淑玲,2022-08-12,職業安全衛生法第6條第1項,大億營造有限公司,898085645WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114756433號,30000
侯杰甫,2022-08-15,職業安全衛生法第6條第1項,錸鴻營造有限公司,898169099WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114756556號,30000
,2022-08-16,職業安全衛生法第27條第1項,林揚庭(即澄揚工作室),898647449WZT,事業單位與承攬人、再承攬人分別僱用勞工共同作業時，為防止職業災害，原事業單位未採取必要措施,新北府勞檢字第1114756445號,30000
,2022-08-16,職業安全衛生法第6條第1項,蔡秋華(即興協成實業社),898647450WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第11147564451號,30000
李義發,2022-08-16,職業安全衛生法第6條第1項,承德油脂股份有限公司,898647451WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114756121號,30000
林碧霞,2022-08-16,職業安全衛生法第6條第1項,中佳機械有限公司,898647456WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114756031號,30000
何朝昱,2022-08-16,職業安全衛生法第6條第1項,鑫旺科技資源回收有限公司,898647457WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114756211號,30000
朱德祥,2022-08-17,職業安全衛生法第6條第2項,嘉基科技股份有限公司,898647460WZT,未妥為規劃及採取必要之安全衛生措施,新北府勞檢字第1114756542號,30000
李文峰,2022-08-17,職業安全衛生法第6條第1項,台灣三洋電機股份有限公司,898647466WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114756734號,30000
黃銘誠,2022-08-19,職業安全衛生法第6條第1項,哈肯舖股份有限公司,899991551WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114756703號,40000
黃銘誠,2022-08-19,職業安全衛生法第6條第2項,哈肯舖股份有限公司,899991556WZT,未妥為規劃及採取必要之安全衛生措施,新北府勞檢字第1114756712號,30000
黃銘誠,2022-08-19,職業安全衛生法第23條第1項,哈肯舖股份有限公司,899991557WZT,未訂定職業安全衛生管理計畫，並設置安全衛生組織、人員，實施安全衛生管理及自動檢查,新北府勞檢字第1114756724號,30000
林亮宏,2022-08-22,職業安全衛生法第6條第2項,驊珍食品有限公司,899991562WZT,未妥為規劃及採取必要之安全衛生措施,新北府勞檢字第1114757164號,30000
林亮宏,2022-08-22,職業安全衛生法第23條第1項,驊珍食品有限公司,899991585WZT,未訂定職業安全衛生管理計畫，並設置安全衛生組織、人員，實施安全衛生管理及自動檢查,新北府勞檢字第1114757181號,30000
林亮宏,2022-08-22,職業安全衛生法第32條第1項,驊珍食品有限公司,899991589WZT,未對勞工應施以從事工作與預防災變所必要之安全衛生教育及訓練,新北府勞檢字第1114757185號,30000
林亮宏,2022-08-22,職業安全衛生法第34條第1項,驊珍食品有限公司,899991592WZT,未訂定適合其需要之安全衛生工作守則，報經勞動檢查機構備查後，公告實施,新北府勞檢字第1114757191號,30000
陳金塗,2022-08-22,職業安全衛生法第6條第1項,旭盛營造有限公司,899991600WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114756943號,30000
黃茂昌,2022-08-22,職業安全衛生法第23條第1項,遠舜實業有限公司,899991609WZT,未訂定職業安全衛生管理計畫，並設置安全衛生組織、人員，實施安全衛生管理及自動檢查,新北府勞檢字第1114757126號,30000
黃茂昌,2022-08-22,職業安全衛生法第6條第2項,遠舜實業有限公司,899991621WZT,未妥為規劃及採取必要之安全衛生措施,新北府勞檢字第1114757111號,30000
許智峰,2022-08-23,職業安全衛生法第6條第1項,揚潤營造股份有限公司,899991639WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114757265號,30000
王祥全,2022-08-23,職業安全衛生法第6條第1項,森進營造股份有限公司,899991677WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114757555號,40000
張燦能,2022-08-23,職業安全衛生法第6條第1項,泓凱光電股份有限公司,899991694WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114757226號,40000
張燦能,2022-08-23,職業安全衛生法第32條第1項,泓凱光電股份有限公司,899991703WZT,未對勞工應施以從事工作與預防災變所必要之安全衛生教育及訓練,新北府勞檢字第1114757230號,30000
陳為,2022-08-23,職業安全衛生法第6條第1項,容成實業有限公司,899991710WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114757638號,50000
林春娥,2022-08-24,職業安全衛生法第6條第1項,元茂營造股份有限公司,899991713WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114757559號,40000
李東原,2022-08-25,職業安全衛生法第6條第1項,璞陽建設股份有限公司,899991753WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114757771號,30000
,2022-08-25,職業安全衛生法第6條第1項,蕭清義(即大立光工程行),899991754WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114757776號,30000
林秋廷,2022-08-25,職業安全衛生法第6條第2項,冠屏有限公司,899991760WZT,未妥為規劃及採取必要之安全衛生措施,新北府勞檢字第1114757975號,30000
蘇明興,2022-08-18,職業安全衛生法第6條第1項,毓德企業股份有限公司,900045484WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114756887號,30000
林甄紜,2022-08-29,職業安全衛生法第6條第1項,豪豐營造股份有限公司,900372571WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114757784號,80000
李向榮,2022-08-29,職業安全衛生法第6條第1項,向揚工程有限公司,900372572WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114757785號,50000
李向榮,2022-08-29,職業安全衛生法第27條第1項,向揚工程有限公司,900372573WZT,事業單位與承攬人、再承攬人分別僱用勞工共同作業時，為防止職業災害，原事業單位未採取必要措施,新北府勞檢字第1114757786號,30000
郭志彬,2022-08-29,職業安全衛生法第6條第1項,象翊有限公司,900372574WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114757969號,30000
劉偉龍,2022-08-29,職業安全衛生法第6條第1項,瑞助營造股份有限公司,900372575WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114757967號,30000
欣陸投資控股股份有限公司,2022-08-30,職業安全衛生法第6條第1項,大陸工程股份有限公司,900881041WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114757854號,30000
林鴻吉,2022-08-30,職業安全衛生法第6條第1項,國城營造有限公司,900881047WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114758385號,50000
林鴻吉,2022-08-30,職業安全衛生法第6條第1項,國城營造有限公司,900881052WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114758344號,30000
林鴻吉,2022-08-30,職業安全衛生法第27條第1項,國城營造有限公司,900881053WZT,事業單位與承攬人、再承攬人分別僱用勞工共同作業時，為防止職業災害，原事業單位未採取必要措施,新北府勞檢字第11147583441號,30000
吳偉強,2022-08-30,職業安全衛生法第6條第1項,嵩鼎工程有限公司,900881054WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第11147583442號,30000
林素琴,2022-08-30,職業安全衛生法第6條第1項,福成開發食品有限公司,901057319WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114758213號,30000
李建輝,2022-08-30,職業安全衛生法第6條第2項,嘉新環境美護有限公司,901057325WZT,未妥為規劃及採取必要之安全衛生措施,新北府勞檢字第1114757884號,30000
李建輝,2022-08-30,職業安全衛生法第22條第1項,嘉新環境美護有限公司,901057330WZT,未特約醫護人員辦理臨場健康服務,新北府勞檢字第1114757863號,30000
李建輝,2022-08-30,職業安全衛生法第23條第1項,嘉新環境美護有限公司,901057332WZT,未訂定職業安全衛生管理計畫，並設置安全衛生組織、人員，實施安全衛生管理及自動檢查,新北府勞檢字第1114757822號,30000
李建輝,2022-08-30,職業安全衛生法第32條第1項,嘉新環境美護有限公司,901057340WZT,未對勞工應施以從事工作與預防災變所必要之安全衛生教育及訓練,新北府勞檢字第1114757835號,30000
李建輝,2022-08-30,職業安全衛生法第34條第1項,嘉新環境美護有限公司,901057342WZT,未訂定適合其需要之安全衛生工作守則，報經勞動檢查機構備查後，公告實施,新北府勞檢字第1114757806號,30000
邱宏章,2022-08-31,職業安全衛生法第26條第1項,雙喜營造股份有限公司,901190605WZT,事業單位以其事業之全部或一部分交付承攬時，未於事前告知該承攬人有關其事業工作環境、危害因素暨本法及有關安全衛生規定應採取之措施,新北府勞檢字第1114758560號,60000
邱宏章,2022-08-31,職業安全衛生法第27條第1項,雙喜營造股份有限公司,901190606WZT,事業單位與承攬人、再承攬人分別僱用勞工共同作業時，為防止職業災害，原事業單位未採取必要措施,新北府勞檢字第11147585601號,60000
黃韋綸,2022-08-31,職業安全衛生法第6條第1項,晉偉營造有限公司,901190607WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第11147585602號,60000
欣陸投資控股股份有限公司,2022-08-31,職業安全衛生法第6條第1項,大陸工程股份有限公司,901190608WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114758436號,40000
陳文章,2022-08-31,職業安全衛生法第6條第1項,北聯研磨科技股份有限公司,901190609WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114758445號,30000
吳焜耀,2022-09-01,職業安全衛生法第6條第1項,先進工業股份有限公司,901190610WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114758526號,40000
周瑀婕,2022-09-01,職業安全衛生法第6條第1項,道德企業有限公司,901367842WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114758618號,30000
徐傳枝,2022-09-01,職業安全衛生法第6條第1項,鎰鉑開發工程有限公司,901367844WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114758933號,30000
朱玉珠,2022-09-01,職業安全衛生法第27條第1項,億東營造股份有限公司,901367867WZT,事業單位與承攬人、再承攬人分別僱用勞工共同作業時，為防止職業災害，原事業單位未採取必要措施,新北府勞檢字第1114758951號,30000
徐韻旋,2022-09-01,職業安全衛生法第6條第1項,昱德工程有限公司,901367868WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114758950號,30000
李安田,2022-09-02,職業安全衛生法第6條第2項,泰利實業股份有限公司,901514209WZT,未妥為規劃及採取必要之安全衛生措施,新北府勞檢字第1114758644號,30000
李安田,2022-09-02,職業安全衛生法第6條第1項,泰利實業股份有限公司,901514210WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114758647號,30000
簡榮谷,2022-09-02,職業安全衛生法第6條第1項,橡源橡膠企業有限公司,901514211WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114759134號,30000
黃燏璽,2022-09-05,職業安全衛生法第6條第1項,富渝營造有限公司,901514224WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114758979號,30000
賴仁儀,2022-09-02,職業安全衛生法第6條第1項,合邦電機股份有限公司,901514228WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114758864號,30000
林郁涵,2022-09-05,職業安全衛生法第6條第2項,八里石材有限公司,901514233WZT,未妥為規劃及採取必要之安全衛生措施,新北府勞檢字第1114758709號,30000
錢蘭芬,2022-09-05,職業安全衛生法第6條第1項,呈居營造股份有限公司,901514234WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114758616號,40000
倪榮周,2022-09-06,職業安全衛生法第6條第1項,順禜興企業股份有限公司,901923930WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114758873號,30000
謝天養,2022-09-06,職業安全衛生法第6條第1項,新憶營造有限公司,901923931WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1114759211號,30000
