principal,date,law,name,id,lawcontent,docno,amt_dollartwd
洪琳雅,2025-04-28,勞動基準法第22條第2項,長宏醫藥生技股份有限公司,1042171479WZT,工資未全額直接給付勞工,新北府勞檢字第1144672220號,20000
陳家偉,2025-04-29,勞動基準法第38條,廣信鋼品有限公司,1042171480WZT,未依規定給予特別休假,新北府勞檢字第1144672793號,20000
陳淑媛,2025-04-29,勞動基準法第38條,廣才有限公司,1042171481WZT,未依規定給予特別休假,新北府勞檢字第1144672783號,20000
陳啟修,2025-04-29,勞動基準法第22條第2項,極佳電通股份有限公司,1042171482WZT,工資未全額直接給付勞工,新北府勞檢字第1144672616號,20000
林成貴,2025-04-29,勞動基準法第32條第2項,亞旭電腦股份有限公司,1042171484WZT,延長工作時間超過法令規定,新北府勞檢字第1144672574號,120000
許國威,2024-10-17,勞動基準法第36條第1項,景美物業有限公司,1014170757WZT,每七日中未有一日之休息作為例假,新北府勞檢字第11346630783號,40000
市原純,2025-04-29,勞動基準法第36條第1項,台灣薩莉亞餐飲股份有限公司,1042246281WZT,每七日中未有一日之休息作為例假,新北府勞檢字第1144672336號,50000
黃西堯,2025-04-29,勞動基準法第24條,京倫精機工業有限公司,1042246282WZT,延長工作時間未依規定加給工資,新北府勞檢字第1144672853號,20000
 ,2025-05-01,勞動基準法第24條,李惠娟(即新北市私立永冠寶貝托嬰中心),1042246283WZT,延長工作時間未依規定加給工資,新北府勞檢字第1144672907號,20000
 ,2025-05-01,勞動基準法第36條,李惠娟(即新北市私立永冠寶貝托嬰中心),1042246284WZT,每七日中未有一日之休息作為例假,新北府勞檢字第11446729071號,20000
 ,2025-04-29,勞動基準法第36條第1項,邱傑麒,1042246287WZT,每七日中未有一日之休息作為例假,新北府勞檢字第11446723961號,20000
 ,2025-04-29,勞動基準法第22條第2項,褚士鳴(即和新診所),1042246288WZT,工資未全額直接給付勞工,新北府勞檢字第1144672390號,10000
 ,2025-04-29,勞動基準法第24條,褚士鳴(即和新診所),1042246289WZT,延長工作時間未依規定加給工資,新北府勞檢字第11446723901號,40000
 ,2025-04-29,勞動基準法第32條第2項,褚士鳴(即和新診所),1042246290WZT,延長工作時間超過法令規定,新北府勞檢字第11446723902號,10000
陳宗興,2025-04-30,勞動基準法第32條第2項,山城山有限公司,1042323429WZT,延長工作時間超過法令規定,新北府勞檢字第1144672872號,20000
林沁樺,2025-04-30,勞動基準法第38條,協心有限公司,1042323430WZT,未依規定給予特別休假,新北府勞檢字第1144672653號,20000
 ,2025-04-30,勞動基準法第24條,胡宗良(即狗狗公園快樂狗旅館),1042323431WZT,延長工作時間未依規定加給工資,新北府勞檢字第1144673078號,40000
 ,2025-04-30,勞動基準法第24條,陳以周(即福喜商行),1042323432WZT,延長工作時間未依規定加給工資,新北府勞檢字第1144673076號,20000
 ,2025-04-30,勞動基準法第39條,陳威至(即淳手作圓仔湯店),1042323433WZT,假日工資未給或於休假日工作未依規定加給工資,新北府勞檢字第1144673008號,20000
林正俠,2025-05-01,勞動基準法第38條,財團法人中華民國唐氏症基金會,1042392908WZT,未依規定給予特別休假,新北府勞檢字第1144673025號,40000
 ,2025-05-01,勞動基準法第23條,莊志豪(即倍斯巴克飲品企業社),1042392909WZT,未依規定置備工資清冊,新北府勞檢字第1144673151號,10000
 ,2025-05-01,勞動基準法第36條,莊志豪(即倍斯巴克飲品企業社),1042392910WZT,每七日中未有一日之休息作為例假,新北府勞檢字第11446731511號,10000
王丞叡,2025-05-01,勞動基準法第21條第1項,成瑞國際有限公司,1042392911WZT,未達法定基本工資標準,新北府勞檢字第1144672847號,20000
王丞叡,2025-05-01,勞動基準法第23條,成瑞國際有限公司,1042392912WZT,未依規定置備工資清冊,新北府勞檢字第11446728471號,20000
王丞叡,2025-05-01,勞動基準法第24條,成瑞國際有限公司,1042392913WZT,延長工作時間未依規定加給工資,新北府勞檢字第11446728472號,20000
王丞叡,2025-05-01,勞動基準法第39條,成瑞國際有限公司,1042392914WZT,假日工資未給或於休假日工作未依規定加給工資,新北府勞檢字第11446728473號,20000
黃祺翔,2025-05-02,勞動基準法第38條,大腳貓健身有限公司,1042472438WZT,未依規定給予特別休假,新北府勞檢字第11446730221號,20000
陳禎珮,2025-05-02,勞動基準法第24條,精神時光屋企業社,1042472439WZT,延長工作時間未依規定加給工資,新北府勞檢字第1144672846號,10000
 ,2025-05-02,勞動基準法第24條,簡志鴻(即禪心中醫診所),1042472440WZT,延長工作時間未依規定加給工資,新北府勞檢字第1144672858號,20000
 ,2025-05-02,勞動基準法第34條第2項,簡志鴻(即禪心中醫診所),1042472441WZT,更換班次時未給予適當之休息時間,新北府勞檢字第11446728581號,20000
林盟翔,2025-05-02,勞動基準法第24條,有閎金屬實業有限公司,1042472442WZT,延長工作時間未依規定加給工資,新北府勞檢字第1144673145號,20000
詹勝華,2025-05-02,勞動基準法第24條,鎮饌股份有限公司,1042472443WZT,延長工作時間未依規定加給工資,新北府勞檢字第1144673081號,50000
詹勝華,2025-05-02,勞動基準法第39條,鎮饌股份有限公司,1042472444WZT,假日工資未給或於休假日工作未依規定加給工資,新北府勞檢字第11446730811號,50000
吳秀香,2025-05-02,勞動基準法第24條,龍達塑膠股份有限公司,1042472445WZT,延長工作時間未依規定加給工資,新北府勞檢字第1144673082號,40000
吳秀香,2025-05-02,勞動基準法第32條第2項,龍達塑膠股份有限公司,1042472446WZT,延長工作時間超過法令規定,新北府勞檢字第11446730821號,40000
林伯峰,2025-05-05,勞動基準法第24條,誼光國際公寓大廈管理維護股份有限公司,1042472447WZT,延長工作時間未依規定加給工資,新北府勞檢字第1144673293號,20000
林伯峰,2025-05-05,勞動基準法第32條第2項,誼光國際公寓大廈管理維護股份有限公司,1042472448WZT,延長工作時間超過法令規定,新北府勞檢字第11446732931號,40000
李水治,2025-05-05,勞動基準法第22條第2項,知心居家長照有限公司,1042472449WZT,工資未全額直接給付勞工,新北府勞檢字第1144672998號,20000
李水治,2025-05-05,勞動基準法第23條,知心居家長照有限公司,1042472450WZT,未依規定置備工資清冊,新北府勞檢字第11446729981號,20000
 ,2025-05-05,勞動基準法第22條第2項,張秀文(即絮菲髮型名店),1042472451WZT,工資未全額直接給付勞工,新北府勞檢字第1144673446號,20000
 ,2025-05-05,勞動基準法第30條第6項,張秀文(即絮菲髮型名店),1042472452WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第11446734461號,20000
 ,2025-05-05,勞動基準法第22條第2項,吳素琴,1042472453WZT,工資未全額直接給付勞工,新北府勞檢字第1144673383號,10000
 ,2025-05-05,勞動基準法第30條第6項,吳素琴,1042534759WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第11446733831號,10000
 ,2025-05-05,勞動基準法第32條第2項,吳素琴,1042534760WZT,延長工作時間超過法令規定,新北府勞檢字第11446733832號,10000
 ,2025-05-05,勞動基準法第36條,吳素琴,1042534761WZT,每七日中未有一日之休息作為例假,新北府勞檢字第11446733833號,10000
 ,2025-05-05,勞動基準法第38條,吳素琴,1042534762WZT,未依規定給予特別休假,新北府勞檢字第11446733834號,10000
許秀瓊 HER SUKYEONG,2025-05-05,勞動基準法第24條,韓麗國際有限公司,1042534763WZT,延長工作時間未依規定加給工資,新北府勞檢字第1144673024號,20000
余奇姝,2025-05-05,勞動基準法第39條,酒條通林口文化有限公司,1042710379WZT,假日工資未給或於休假日工作未依規定加給工資,新北府勞檢字第1144673050號,20000
余奇姝,2025-05-05,勞動基準法第23條,酒條通有限公司,1042710380WZT,未依規定置備工資清冊,新北府勞檢字第1144673100號,20000
李榮東,2025-05-05,勞動基準法第24條,名毅建設股份有限公司,1042710381WZT,延長工作時間未依規定加給工資,新北府勞檢字第1144673052號,20000
李榮東,2025-05-05,勞動基準法第30條第6項,名毅建設股份有限公司,1042710382WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第11446730521號,20000
謝富元,2025-05-06,勞動基準法第22條第2項,一粒米食品國際有限公司,1042710383WZT,工資未全額直接給付勞工,新北府勞檢字第1144673282號,20000
謝富元,2025-05-06,勞動基準法第32條第2項,一粒米食品國際有限公司,1042710384WZT,延長工作時間超過法令規定,新北府勞檢字第11446732821號,20000
謝富元,2025-05-06,勞動基準法第36條,一粒米食品國際有限公司,1042710385WZT,每七日中未有一日之休息作為例假,新北府勞檢字第11446732822號,20000
林敏雄,2025-05-06,勞動基準法第35條,全聯實業股份有限公司,1042710388WZT,繼續工作四小時未有三十分鐘休息,新北府勞檢字第1144673507號,40000
廖大朝,2025-05-06,勞動基準法第7條,希品食品有限公司,1042866555WZT,未依規定置備勞工名卡,新北府勞檢字第1144673200號,20000
廖大朝,2025-05-06,勞動基準法第30條第5項,希品食品有限公司,1042866556WZT,未依規定置備勞工出勤紀錄表,新北府勞檢字第11446732001號,90000
簡富松,2025-05-06,勞動基準法第23條,德承營造有限公司,1042866557WZT,未依規定置備工資清冊,新北府勞檢字第1144673347號,20000
簡富松,2025-05-06,勞動基準法第38條,德承營造有限公司,1042866559WZT,未依規定給予特別休假,新北府勞檢字第11446733471號,20000
 ,2025-05-07,勞動基準法第22條第2項,蔡宏仁(即沐茗園茶行),1042866566WZT,工資未全額直接給付勞工,新北府勞檢字第1144673930號,20000
 ,2025-05-07,勞動基準法第36條第1項,蔡宏仁(即沐茗園茶行),1042866568WZT,每七日中未有一日之休息作為例假,新北府勞檢字第11446739301號,20000
 ,2024-12-30,勞動基準法第35條,賴峮君(即漫步波奇餐館),1024399369WZT,繼續工作四小時未有三十分鐘休息,新北府勞檢字第11346716223號,10000
邱黃菊英,2025-05-08,勞動基準法第22條第2項,瑞凰有限公司,1043023350WZT,工資未全額直接給付勞工,新北府勞檢字第1144674160號,20000
邱黃菊英,2025-05-08,勞動基準法第30條第6項,瑞凰有限公司,1043023351WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第11446741601號,20000
邱黃菊英,2025-05-08,勞動基準法第38條,瑞凰有限公司,1043023352WZT,未依規定給予特別休假,新北府勞檢字第11446741602號,20000
呂陶然,2025-05-09,勞動基準法第24條,日福西點有限公司,1043023353WZT,延長工作時間未依規定加給工資,新北府勞檢字第1144673729號,20000
呂陶然,2025-05-09,勞動基準法第39條,日福西點有限公司,1043023355WZT,假日工資未給或於休假日工作未依規定加給工資,新北府勞檢字第11446737292號,20000
賴景涼,2025-05-08,勞動基準法第22條第2項,聖馥欣有限公司,1043023356WZT,工資未全額直接給付勞工,新北府勞檢字第1144673818號,20000
賴景涼,2025-05-08,勞動基準法第38條,聖馥欣有限公司,1043023357WZT,未依規定給予特別休假,新北府勞檢字第11446738181號,20000
 ,2025-05-08,勞動基準法第23條,陳致成(即明得堂企業社),1043176797WZT,未依規定置備工資清冊,新北府勞檢字第1144673833號,10000
呂陶然,2025-05-09,勞動基準法第38條,日福西點有限公司,1043176798WZT,未依規定給予特別休假,新北府勞檢字第11446737291號,20000
鐘世凱,2025-05-09,勞動基準法第32條第2項,國立臺灣藝術大學,1043329221WZT,延長工作時間超過法令規定,新北府勞檢字第1144674092號,40000
彭烱瑋,2025-05-13,勞動基準法第22條第2項,卓展創業投資股份有限公司,1043755274WZT,工資未全額直接給付勞工,新北府勞檢字第1144674475號,20000
 ,2025-05-13,勞動基準法第9條第1項,張朝順(即康為美語文理短期補習班),1043755277WZT,違反規定訂定定期契約,新北府勞檢字第1144674395號,20000
 ,2025-05-13,勞動基準法第24條,張朝順(即康為美語文理短期補習班),1043755278WZT,延長工作時間未依規定加給工資,新北府勞檢字第11446743951號,20000
 ,2025-05-13,勞動基準法第23條,黃寶蓮(即愛來家早午餐),1043755279WZT,未依規定置備工資清冊,新北府勞檢字第1144674416號,10000
 ,2025-05-13,勞動基準法第36條,黃寶蓮(即愛來家早午餐),1043755280WZT,每七日中未有一日之休息作為例假,新北府勞檢字第11446744161號,10000
謝宜靜,2025-05-13,勞動基準法第21條第1項,國陽物流有限公司,1043755281WZT,未達法定基本工資標準,新北府勞檢字第1144674038號,20000
謝宜靜,2025-05-13,勞動基準法第22條第2項,國陽物流有限公司,1043755282WZT,工資未全額直接給付勞工,新北府勞檢字第11446740381號,20000
謝宜靜,2025-05-13,勞動基準法第24條,國陽物流有限公司,1043755283WZT,延長工作時間未依規定加給工資,新北府勞檢字第11446740382號,20000
柏善勤 BLAKEMORE SCOTT,2025-05-13,勞動基準法第24條,台灣屈臣氏個人用品商店股份有限公司,1043755284WZT,延長工作時間未依規定加給工資,新北府勞檢字第1144674045號,350000
柏善勤 BLAKEMORE SCOTT,2025-05-13,勞動基準法第32條第2項,台灣屈臣氏個人用品商店股份有限公司,1043755305WZT,延長工作時間超過法令規定,新北府勞檢字第11446740451號,50000
柏善勤 BLAKEMORE SCOTT,2025-05-13,勞動基準法第34條第2項,台灣屈臣氏個人用品商店股份有限公司,1043755306WZT,更換班次時未給予適當之休息時間,新北府勞檢字第11446740452號,200000
季祥,2025-05-13,勞動基準法第24條,混合健身股份有限公司,1043906116WZT,延長工作時間未依規定加給工資,新北府勞檢字第1144674043號,20000
季祥,2025-05-13,勞動基準法第39條,混合健身股份有限公司,1043906117WZT,假日工資未給或於休假日工作未依規定加給工資,新北府勞檢字第11446740431號,20000
加藤広慎,2025-05-14,勞動基準法第24條,台灣壽司郎股份有限公司,1043906121WZT,延長工作時間未依規定加給工資,新北府勞檢字第1144674652號,50000
楊智晶,2025-05-14,勞動基準法第23條,煌朝實業有限公司,1043906122WZT,未依規定置備工資清冊,新北府勞檢字第1144674617號,10000
楊智晶,2025-05-14,勞動基準法第38條,煌朝實業有限公司,1043906123WZT,未依規定給予特別休假,新北府勞檢字第11446746171號,10000
夏凌雲,2025-05-14,勞動基準法第32條第2項,合家物業公寓大廈管理維護有限公司,1043906124WZT,延長工作時間超過法令規定,新北府勞檢字第1144674334號,40000
夏凌雲,2025-05-14,勞動基準法第36條,合家物業公寓大廈管理維護有限公司,1043906126WZT,每七日中未有一日之休息作為例假,新北府勞檢字第11446743341號,40000
夏凌雲,2025-05-14,勞動基準法第39條,合家物業公寓大廈管理維護有限公司,1043906127WZT,假日工資未給或於休假日工作未依規定加給工資,新北府勞檢字第11446743342號,40000
楊忠謀,2025-05-14,勞動基準法第24條,雙全國際股份有限公司,1043906128WZT,延長工作時間未依規定加給工資,新北府勞檢字第1144674400號,50000
楊忠謀,2025-05-14,勞動基準法第32條第2項,雙全國際股份有限公司,1043906129WZT,延長工作時間超過法令規定,新北府勞檢字第11446744001號,50000
陳偉群,2025-05-14,勞動基準法第22條第2項,國樹保全股份有限公司,1043906130WZT,工資未全額直接給付勞工,新北府勞檢字第1144674692號,20000
 ,2024-07-11,勞動基準法第38條,陳瑞香(即喬裕企業社),999889556WZT,未依規定給予特別休假,新北府勞檢字第11346522213號,20000
廖埜鈞,2025-05-15,勞動基準法第16條,烽雅空間美學有限公司,1044058813WZT,未依規定期間預告終止勞動契約或未依法給付預告期間工資,新北府勞檢字第1144674476號,20000
廖埜鈞,2025-05-15,勞動基準法第23條,烽雅空間美學有限公司,1044058814WZT,未依規定置備工資清冊,新北府勞檢字第11446744761號,20000
廖埜鈞,2025-05-15,勞動基準法第30條第6項,烽雅空間美學有限公司,1044058815WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第11446744762號,20000
廖埜鈞,2025-05-15,勞動基準法第39條,烽雅空間美學有限公司,1044058816WZT,假日工資未給或於休假日工作未依規定加給工資,新北府勞檢字第11446744763號,20000
蘇嬰珠,2025-05-15,勞動基準法第22條第2項,財團法人臺灣省天主教道明傳教修女會附設新北市私立道明幼兒園,1044058820WZT,工資未全額直接給付勞工,新北府勞檢字第1144674581號,20000
蘇嬰珠,2025-05-15,勞動基準法第30條第6項,財團法人臺灣省天主教道明傳教修女會附設新北市私立道明幼兒園,1044058821WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第11446745811號,20000
 ,2024-05-30,勞動基準法第30條第6項,陳鑾嬌(即心三企業社),993209233WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第1134646509號,10000
 ,2024-12-27,勞動基準法第22條第2項,趙若涵(即柏淶特文理技藝短期補習班),1023832934WZT,工資未全額直接給付勞工,新北府勞檢字第1134671843號,20000
陳家偉,2025-05-15,勞動基準法第23條,環美室內裝修有限公司,1044215383WZT,未依規定置備工資清冊,新北府勞檢字第1144674858號,20000
陳家偉,2025-05-15,勞動基準法第24條,環美室內裝修有限公司,1044215384WZT,延長工作時間未依規定加給工資,新北府勞檢字第11446748581號,20000
陳家偉,2025-05-15,勞動基準法第38條,環美室內裝修有限公司,1044215385WZT,未依規定給予特別休假,新北府勞檢字第11446748582號,20000
黄盈綜,2025-05-15,勞動基準法第32條第2項,恭鼎機電工程股份有限公司,1044215387WZT,延長工作時間超過法令規定,新北府勞檢字第1144675032號,20000
 ,2025-05-15,勞動基準法第22條第2項,許廷和(即耐斯眼鏡行),1044215389WZT,工資未全額直接給付勞工,新北府勞檢字第1144674415號,10000
 ,2025-05-15,勞動基準法第30條第6項,許廷和(即耐斯眼鏡行),1044215391WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第11446744151號,10000
 ,2025-05-15,勞動基準法第38條,許廷和(即耐斯眼鏡行),1044215392WZT,未依規定給予特別休假,新北府勞檢字第11446744152號,10000
 ,2025-05-15,勞動基準法第39條,許廷和(即耐斯眼鏡行),1044215393WZT,假日工資未給或於休假日工作未依規定加給工資,新北府勞檢字第11446744153號,10000
李秉翰,2025-05-15,勞動基準法第22條第2項,裕康生技有限公司,1044215394WZT,工資未全額直接給付勞工,新北府勞檢字第1144675022號,10000
 ,2025-05-16,勞動基準法第43條,温祥鴻(即鴻展外牆工程行),1044215395WZT,請假期間未依規定給予工資,新北府勞檢字第1144674655號,10000
游璨熊,2024-11-27,勞動基準法第24條,菜熊蔬食股份有限公司,1019888111WZT,延長工作時間未依規定加給工資,新北府勞檢字第11346677641號,40000
 ,2025-05-19,勞動基準法第23條,湯承諺(即廣隆工業社),1044369193WZT,未依規定置備工資清冊,新北府勞檢字第1144674923號,10000
鄭健一,2025-05-19,勞動基準法第36條,亞太雷射工業股份有限公司,1044792116WZT,每七日中未有一日之休息作為例假,新北府勞檢字第1144674955號,50000
曹蕥蘭,2025-05-19,勞動基準法第22條第2項,宇球國際興業有限公司,1044792118WZT,工資未全額直接給付勞工,新北府勞檢字第1144674797號,80000
曹蕥蘭,2025-05-19,勞動基準法第24條,宇球國際興業有限公司,1044792119WZT,延長工作時間未依規定加給工資,新北府勞檢字第11446747971號,40000
曹蕥蘭,2025-05-19,勞動基準法第32條第2項,宇球國際興業有限公司,1044792121WZT,延長工作時間超過法令規定,新北府勞檢字第11446747972號,40000
曹蕥蘭,2025-05-19,勞動基準法第36條,宇球國際興業有限公司,1044792122WZT,每七日中未有一日之休息作為例假,新北府勞檢字第11446747973號,40000
許慶文,2025-05-19,勞動基準法第30條第6項,兆藝營造有限公司,1044792124WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第1144675194號,20000
陳韋仲,2025-05-19,勞動基準法第22條第2項,白馬山莊社區管理委員會,1044792125WZT,工資未全額直接給付勞工,新北府勞檢字第1144675138號,10000
陳韋仲,2025-05-19,勞動基準法第30條第5項,白馬山莊社區管理委員會,1044792126WZT,未依規定置備勞工出勤紀錄表,新北府勞檢字第11446751381號,45000
王欽堂,2025-05-20,勞動基準法第30條第5項,長興國際永業股份有限公司,1044792127WZT,未依規定置備勞工出勤紀錄表,新北府勞檢字第1144675154號,45000
許慶文,2025-05-19,勞動基準法第36條,兆藝營造有限公司,1044792128WZT,每七日中未有一日之休息作為例假,新北府勞檢字第11446751941號,20000
李束静,2025-05-19,勞動基準法第38條,海德環境清潔工程股份有限公司,1044792130WZT,未依規定給予特別休假,新北府勞檢字第1144675320號,20000
 ,2025-05-19,勞動基準法第30條第6項,陸荺云（即方品商行）,1044792131WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第1144674973號,10000
李易穎,2025-05-20,勞動基準法第24條,千暘有限公司,1044792132WZT,延長工作時間未依規定加給工資,新北府勞檢字第1144675318號,40000
陳標福,2025-05-19,勞動基準法第22條第2項,新至陞科技股份有限公司,1044792134WZT,工資未全額直接給付勞工,新北府勞檢字第1144675152號,24000
林裕峰,2024-11-08,勞動基準法第22條第2項,合志資訊有限公司,1017210644WZT,工資未全額直接給付勞工,新北府勞檢字第1134666192號,20000
游珈嫻,2025-05-21,勞動基準法第22條第2項,亞樂創新股份有限公司,1044938511WZT,工資未全額直接給付勞工,新北府勞檢字第1144675697號,20000
 ,2025-05-21,勞動基準法第36條,謝總陣（即新北泰山家禽運銷社）,1044938516WZT,每七日中未有一日之休息作為例假,新北府勞檢字第1144675542號,40000
謝瑞博,2025-05-21,勞動基準法第30條第6項,美商恩特智科技有限公司,1044938519WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第1144675558號,20000
 ,2025-05-21,勞動基準法第30條第6項,孫鳳綢(即甜蜜蜜投注站),1045088049WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第1144675220號,20000
沈國正,2025-05-21,勞動基準法第23條,潤鋒玻璃纖維有限公司,1045088050WZT,未依規定置備工資清冊,新北府勞檢字第1144675179號,20000
沈國正,2025-05-21,勞動基準法第24條,潤鋒玻璃纖維有限公司,1045088051WZT,延長工作時間未依規定加給工資,新北府勞檢字第11446751791號,20000
沈國正,2025-05-21,勞動基準法第38條,潤鋒玻璃纖維有限公司,1045088052WZT,未依規定給予特別休假,新北府勞檢字第11446751792號,20000
周萬順,2025-05-22,勞動基準法第30條第6項,一詮精密工業股份有限公司,1045088056WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第1144675915號,48000
陳敬瑋,2025-05-22,勞動基準法第30條第5項,傑昇營造股份有限公司,1045088059WZT,未依規定置備勞工出勤紀錄表,新北府勞檢字第1144675325號,90000
邱方誼,2025-05-22,勞動基準法第7條,喬順通運有限公司,1045088061WZT,未依規定置備勞工名卡,新北府勞檢字第1144675314號,20000
邱方誼,2025-05-22,勞動基準法第23條,喬順通運有限公司,1045088062WZT,未依規定置備工資清冊,新北府勞檢字第11446753141號,20000
邱方誼,2025-05-22,勞動基準法第30條第5項,喬順通運有限公司,1045234738WZT,未依規定置備勞工出勤紀錄表,新北府勞檢字第11446753142號,45000
陳瑞玲,2025-05-23,勞動基準法第24條,皓群科技股份有限公司,1045234739WZT,延長工作時間未依規定加給工資,新北府勞檢字第1144675539號,40000
 ,2025-05-22,勞動基準法第30條第6項,阮明惠(即德心小吃店),1045234741WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第1144675334號,10000
 ,2025-05-22,勞動基準法第22條第2項,白復聚(即陸陸切麵店),1045234742WZT,工資未全額直接給付勞工,新北府勞檢字第1144675691號,10000
 ,2025-05-22,勞動基準法第24條,白復聚(即陸陸切麵店),1045234744WZT,延長工作時間未依規定加給工資,新北府勞檢字第11446756911號,10000
 ,2025-05-22,勞動基準法第36條,白復聚(即陸陸切麵店),1045234745WZT,每七日中未有一日之休息作為例假,新北府勞檢字第11446756912號,10000
 ,2025-05-22,勞動基準法第39條,白復聚(即陸陸切麵店),1045234746WZT,假日工資未給或於休假日工作未依規定加給工資,新北府勞檢字第11446756913號,10000
 ,2025-05-22,勞動基準法第23條,蕭渝弘(即食足商行),1045234748WZT,未依規定置備工資清冊,新北府勞檢字第1144675766號,20000
 ,2025-05-22,勞動基準法第36條,蕭渝弘(即食足商行),1045234749WZT,每七日中未有一日之休息作為例假,新北府勞檢字第11446757661號,20000
魯慶祥,2025-05-22,勞動基準法第22條第2項,勇士大樓管理顧問股份有限公司,1045234751WZT,工資未全額直接給付勞工,新北府勞檢字第1144675803號,20000
魯慶祥,2025-05-22,勞動基準法第23條,勇士大樓管理顧問股份有限公司,1045234752WZT,未依規定置備工資清冊,新北府勞檢字第11446758031號,20000
魯慶祥,2025-05-22,勞動基準法第30條第6項,勇士大樓管理顧問股份有限公司,1045234753WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第11446758032號,20000
 ,2025-05-22,勞動基準法第30條第6項,呂宜樺(即超有人氣髪型工作室),1045234754WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第1144675719號,10000
 ,2025-05-22,勞動基準法第36條,呂宜樺(即超有人氣髪型工作室),1045234755WZT,每七日中未有一日之休息作為例假,新北府勞檢字第11446757191號,10000
陳春媛,2025-05-22,勞動基準法第24條,晉茂機械五金有限公司,1045234756WZT,延長工作時間未依規定加給工資,新北府勞檢字第1144675852號,80000
許戎清,2025-05-22,勞動基準法第23條,上湧食品有限公司,1045234757WZT,未依規定置備工資清冊,新北府勞檢字第1144676023號,20000
李哲欽,2025-05-22,勞動基準法第24條,滿典創意室内裝修有限公司,1045234758WZT,延長工作時間未依規定加給工資,新北府勞檢字第1144676021號,20000
陳宗仁,2025-05-23,勞動基準法第24條,賓航賓士汽車股份有限公司,1045234759WZT,延長工作時間未依規定加給工資,新北府勞檢字第1144675973號,120000
吳泓叡,2025-05-23,勞動基準法第23條,皇家侍衛保全股份有限公司,1045234760WZT,未依規定置備工資清冊,新北府勞檢字第1144676009號,40000
廖珮茹,2025-05-23,勞動基準法第22條第2項,愛倍潔企業有限公司,1045382620WZT,工資未全額直接給付勞工,新北府勞檢字第1144676000號,20000
 ,2023-11-16,勞動基準法第59條第4款,游明哲(即永明工程行),965233585WZT,未依規定給與職業災害補償,新北府勞檢字第1124686539號,20000
莊淑玲,2025-05-26,勞動基準法第24條,美正紙器股份有限公司,1045793267WZT,延長工作時間未依規定加給工資,新北府勞檢字第1144675969號,200000
張正豊,2025-05-26,勞動基準法第38條,大億彈簧工業有限公司,1045793269WZT,未依規定給予特別休假,新北府勞檢字第1144675688號,20000
玖漢有限公司,2025-05-26,勞動基準法第34條第2項,國聯保全股份有限公司,1045793270WZT,更換班次時未給予適當之休息時間,新北府勞檢字第1144676093號,50000
盧賀隆,2025-05-26,勞動基準法第30條第6項,寶德科技股份有限公司,1045793271WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第1144675689號,20000
謝並演,2025-05-27,勞動基準法第24條,育聖企業有限公司,1045793273WZT,延長工作時間未依規定加給工資,新北府勞檢字第1144676291號,20000
賴建明,2025-05-27,勞動基準法第24條,天鷹保全股份有限公司,1045793274WZT,延長工作時間未依規定加給工資,新北府勞檢字第1144675863號,80000
王世志,2025-05-27,勞動基準法第23條,全都會有限公司,1045793275WZT,未依規定置備工資清冊,新北府勞檢字第1144676517號,20000
王世志,2025-05-27,勞動基準法第38條,全都會有限公司,1045793276WZT,未依規定給予特別休假,新北府勞檢字第11446765171號,20000
 ,2025-05-27,勞動基準法第23條,盧翰霖(即海味小吃店),1045942914WZT,未依規定置備工資清冊,新北府勞檢字第1144675859號,20000
 ,2025-05-27,勞動基準法第30條第6項,盧翰霖(即海味小吃店),1045942916WZT,出勤紀錄未依規定應逐日記載勞工出勤情形至分鐘,新北府勞檢字第11446758591號,40000
蔡宗憲,2025-05-27,勞動基準法第24條,春原營造股份有限公司,1045942917WZT,延長工作時間未依規定加給工資,新北府勞檢字第1144676614號,50000
秦家騏,2025-05-28,勞動基準法第24條,南方科技股份有限公司,1045942922WZT,延長工作時間未依規定加給工資,新北府勞檢字第1144676104號,20000
劉怡鈴,2025-05-28,勞動基準法第39條,馥堉綻企業行,1045942923WZT,假日工資未給或於休假日工作未依規定加給工資,新北府勞檢字第1144676416號,10000
