項次,業者名稱(市招),業者地址,產品名稱,稽查日期,稽查/檢驗項目,稽查/檢驗結果,違反之食安法條及相關法,裁罰金額,備註,違反之食安法條及相關法_標準化,危害等級,危害判斷依據
15033,錢櫃企業股份有限公司-台北松江分公司(市招：錢櫃PARTYWORLD臺北松江店),臺北市中山區松江路193號1樓及3至11樓、195號1樓及3至11樓、197號1樓及3至11樓、199號1樓及3至11樓、201號1樓及3至11樓,-,110/4/26,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15034,錢櫃企業股份有限公司-永和分公司(市招：錢櫃PARTYWORLD新北永和店),新北市永和區永和路1段129號1至10樓,-,110/3/26,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15035,錢櫃企業股份有限公司台北松江分公司(市招：錢櫃松江店),臺北市中山區松江路193號1樓及3至11樓、195號1樓及3至11樓、197號1樓及3至11樓、199號1樓及3至11樓、201號1樓及3至11樓,冰元氣鮮美茶,111/7/11,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15036,錢櫃企業股份有限公司台北松江分公司(市招：錢櫃松江店),臺北市中山區松江路193號1樓及3至11樓、195號1樓及3至11樓、197號1樓及3至11樓、199號1樓及3至11樓、201號1樓及3至11樓,−,111/7/13,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15037,錢櫃企業股份有限公司台北松江分公司(市招：錢櫃松江店),臺北市中山區松江路193號1樓及3至11樓、195號1樓及3至11樓、197號1樓及3至11樓、199號1樓及3至11樓、201號1樓及3至11樓,−,111/7/6,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15038,錢櫃企業股份有限公司板橋館前分公司,新北市板橋區館前西路6號1至6樓及3樓之1、4樓之1、5樓之1,黑胡椒牛肉,111/6/17,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15039,錢澤企業股份有限公司(市招：錢櫃PARTYWORLD臺北敦南店),臺北市大安區敦化南路1段205號2至4樓及209號1樓,-,110/4/12,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15040,錢進茶飲店(大苑子),臺北市中山區錦西街5號,芭樂,111/1/5,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15041,錢都刷刷鍋吉林二店,臺北市中山區吉林路24號,板腱牛肉,114/10/1,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15042,錢都刷刷鍋吉林二店,臺北市中山區吉林路24號,上選豬肉,112/5/16,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15043,錢都日式涮涮鍋,新北市土城區學成路1號,羊五花,111/12/22,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15044,錢都日式涮涮鍋,新北市三峽區大學路86之3號,梅花豬肉(丹麥),111/7/18,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15045,錢都日式涮涮鍋,臺北市文山區景隆街12號1樓,美國特選板腱,110/9/28,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15046,錢都日式涮涮鍋,新北市中和區連城路63號,梅花豬,110/8/10,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15047,錢都日式涮涮鍋內湖IKEA店,臺北市內湖區舊宗路1段128號,梅花豬,112/9/21,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15048,錢都日式涮涮鍋新海店,新北市板橋區新海路135號,生白蝦,110/8/31,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15049,錢都涮涮鍋,新北市中和區中正路80號,梅花豬,110/9/22,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15050,錢都涮涮鍋師大店,臺北市大安區羅斯福路3段95號1樓,培根牛肉(美國),111/3/22,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15051,錢都涮涮鍋店,臺北市中山區吉林路301號,進口羊肩肉捲(紐西蘭),113/1/16,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15052,錢金日式涮涮鍋,臺北市北投區懷德街3之9號,蛤蠣,113/6/4,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15053,錦州春天生活藥局,臺北市中山區民生東路2段174號8樓,新安琪兒安哺嬰兒奶粉-酸化新配方,111/9/13,重金屬,合格,,,嬰幼兒食品,未明確標示,info,原始資料未提供有效法條資訊
15054,錦湧企業社,新北市中和區忠孝街39之5號1樓,紅白小湯圓,111/10/20,防腐劑、著色劑、漂白劑、順丁烯二酸與順丁烯二酸酐總量,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15055,錦發製麵工坊,新北市新莊區思源路43巷11號1樓,-,112/10/3,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15056,鍋博士,新北市永和區竹林路56號,火鍋肉片,111/4/1,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15057,鍋境小吃店,新北市永和區中和路383號,甜不辣,110/7/19,順丁烯二酸與順丁烯二酸酐總量,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15058,鍋真爽餐飲有限公司,新北市蘆洲區民族路355號,招牌豬肉鍋,110/1/11,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15059,鍋董,臺北市士林區通河街149號1樓,鮭魚肚,111/4/11,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15060,鍋董,臺北市士林區通河街149號1樓,蛤蠣,110/9/10,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15061,鍋董小吃店,臺北市北投區實踐街41號,伊比利梅花豬肉,113/5/7,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15062,鍋董小吃店,臺北市北投區實踐街41號,伊比利豬,111/10/18,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15063,鍋董日式涮涮鍋,臺北市北投區大業路741號,伊比利梅花豬肉,114/1/7,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15064,鍋董日式涮涮鍋,臺北市北投區大業路741號,去皮豬五花肉,110/2/22,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15065,鍋藏股份有限公司,新北市三重區正義北路4之2號1樓,紅櫻豚-豬梅花,110/10/26,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15066,鍋藏股份有限公司,新北市三重區正義北路4之2號1，2樓,背肩切排牛肉,110/5/12,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15067,鍋藏股份有限公司,新北市三重區正義北路4之2號,紅櫻豚-豬梅花,110/12/14,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15068,鍾儀蔬菓行(春風鮮果專賣廣場景美店),臺北市文山區景美街47號,台農二號網室栽培木瓜,111/8/3,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15069,鍾秉叡號,台北市中正區羅斯福路一段8號B1-31.32,–,114/4/15,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15070,鎂克企業有限公司(唐舖子),臺北市萬華區武昌街2段65-1號,布田花生糖,114/3/5,真菌毒素,合格,,,—,未明確標示,info,原始資料未提供有效法條資訊
15071,鎧西有限公司(都行茶飲WhateverTea),臺北市大安區忠孝東路四段248巷6號,,114/3/31,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15072,鎧逸企業股份有限公司,新北市三峽區中華路74-1號,-,114/3/25,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15073,鎧逸企業股份有限公司,新北市三峽區中華路74-1號,真老純小磨白麻油,114/2/18,環氧乙烷,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15074,鎧逸企業股份有限公司,新北市三峽區中華路74-1號,真老純冷壓黑麻油,112/3/1,芥酸,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15075,鎮記米行(市招：玉成雜糧),台北市北投區東華街二段104號1樓,山針,110/11/26,漂白劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15076,鎮記米行(玉成雜糧),臺北市北投區東華街二段104號1樓,台灣紅麴,113/8/2,真菌毒素,合格,,,—,未明確標示,info,原始資料未提供有效法條資訊
15077,鎮饌股份有限公司,臺北市信義區忠孝東路5段297號5樓,-,110/3/17,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15078,鎮饌股份有限公司(彭園),臺北市信義區忠孝東路五段297號5樓,進口西芹,112/8/4,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15079,鎮饌股份有限公司(彭園餐廳台北館),臺北市信義區忠孝東路5段297號5及6樓,—,111/11/16,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15080,鎮饌股份有限公司(彭園餐廳台北館),台北市信義區忠孝東路5段297號5及6樓,—,111/11/16,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15081,鎮饌股份有限公司新板分公司,新北市板橋區中山路1段161號1樓,豬里肌肉,110/3/24,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15082,鎮饌股份有限公司新板分公司,新北市板橋區中山路1段161號1樓(1.8樓),-,110/4/14,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15083,鏗達實業有限公司,新北市泰山區泰林路2段292巷3號,花生粉,114/5/26,真菌毒素,合格,,,—,未明確標示,info,原始資料未提供有效法條資訊
15084,鏗達實業有限公司泰山廠,新北市泰山區泰林路二段292巷3號1樓,花生粉,110/9/6,真菌毒素,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15085,鐘海玲號(南門醬園),臺北市中正區羅斯福路1段8號南門市場1樓55號攤,,112/12/5,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15086,鐘海玲號(南門醬園),臺北市中正區羅斯福路1段8號南門市場1樓55號攤,蔭醬冬瓜,113/1/5,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15087,鐧豪雜糧行,臺北市內湖區麗山街109、111號,–,111/4/12,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15088,鐵板莎莎創始店(鐵板莎莎),新北市永和區永貞路271號1樓,-,113/1/5,標示,合格,-,,,未明確標示,info,原始資料未提供有效法條資訊
15089,鐵板莎莎創始店(鐵板莎莎),新北市永和區永貞路271號1樓,-,113/2/1,GHP,合格,-,,,未明確標示,info,原始資料未提供有效法條資訊
15090,鐵火肥牛火鍋,臺北市中山區南京西路15號7樓,大腸頭,110/1/19,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15091,鐵皮屋鐵板燒,新北市新店區大豐路28號1樓,梅花肉0.2CM(豬肉)(西班牙),114/5/14,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15092,鐵邦國際事業股份有限公司(威宇牛排),台北市中正區汀州路三段257號1樓,-,112/3/3,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15093,鐵邦國際事業股份有限公司(威宇牛排),台北市中正區汀州路三段257號1樓,-,112/2/14,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15094,鐿豐食品有限公司,台北市信義區基隆路1段143號11樓之3,-,114/5/16,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15095,鐿豐食品有限公司,新北市新莊區化成路431巷5號,美國冷凍豬頰肉,110/2/4,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15096,鐿豐食品有限公司,新北市新莊區化成路431巷5號,冷凍豬腩排,110/4/16,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15097,鑒鑫麵館(九湯屋中正店),台北市中正區懷寧街44號1樓,札幌拉麵1.2細捲,110/3/3,防腐劑、殺菌劑、甜味劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15098,鑒鑫麵館(九湯屋中正店),台北市中正區懷寧街44號1樓,-,110/3/19,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15099,鑒鑫麵館(九湯屋中正店),台北市中正區懷寧街44號1樓,-,110/3/10,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15100,鑫三崧貿易股份有限公司,新北市中和區立業路83巷25號,白蘿蔔,114/7/1,農藥(可尼丁、賽速安),不合格,依食安法第44條裁處,60000,,依食安法第44條裁處,high,依第44條裁處 → 多源自第8/15/16條
15101,鑫佳興股份有限公司,臺北市士林區貴富街2號,活紅蟳,114/11/4,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15102,鑫佳興股份有限公司,臺北市士林區貴富街2號,鮮凍石斑魚,112/11/28,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15103,鑫南北雜糧行,新北市淡水區民族路29巷8號1樓,手切脯,110/11/22,防腐劑、漂白劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15104,鑫南北雜糧行,新北市淡水區民族路29巷8號,乾大脯,110/3/24,防腐劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15105,鑫南北雜貨,新北市淡水區民族路29巷8號,海帶嫩芽,111/11/14,漂白劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15106,鑫果霸國際有限公司(果霸茶),新北市五股區新五路三段220號12樓,,112/3/21,標示(連鎖飲料便利商店及速食業之現場調製飲料標示規定),不合格,違反食安法第25條第2項及第28條第1項，依同法第45條及第47條第10款裁處,70000,,違反食安法第25條、第28條，依同法第45條、第47條裁處,high,第25條 散裝食品標示；第28條 標示廣告不實/誇張/醫療效能
15107,鑫野人餐飲有限公司,新北市中和區中和路350巷12號,梅花肉(台灣豬),111/12/12,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15108,鑫野人餐飲有限公司,新北市中和區中和路350巷12號,紅櫻豚-豬里肌,110/10/6,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15109,鑫野人餐飲有限公司,新北市中和區中和路350巷12號,紅櫻豚梅花(豬),110/12/14,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15110,鑫鑫烘焙店,新北市蘆洲區中山二路46巷15號,一級花生粉,113/1/5,真菌毒素,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
