項次,業者名稱(市招),業者地址,產品名稱,稽查日期,稽查/檢驗項目,稽查/檢驗結果,違反之食安法條及相關法,裁罰金額,備註,違反之食安法條及相關法_標準化,危害等級,危害判斷依據
10827,燒杯咖啡餐坊(燒杯咖啡藝廚),臺北市萬華區西園路一段240號1樓,粉玫瑰花,113/2/23,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10828,燒肉Like信義ATT店,臺北市信義區松壽路12號1樓,-,113/7/8,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10829,燒肉Smile台北忠孝店,臺北市信義區永春里忠孝東路5段497號2樓,—,113/9/11,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10830,燒肉Smile台北忠孝店,臺北市信義區忠孝東路5段497號1樓,黑豬肋條,113/9/11,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10831,燒肉smile-台北內湖店,臺北市內湖區西湖里內湖路一段320號,-,114/8/14,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10832,燒肉smile-台北內湖店,臺北市內湖區西湖里內湖路一段320號,生菜沙拉,114/7/28,食品中微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10833,燒肉smile-大安忠孝店,臺北市大安區忠孝東路四段104號2樓之1,-,114/7/30,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10834,燒肉ライク中和環球店,新北市中和區中山路3段122號,帶油胸腹肉片0.25cm一直切(美國牛),112/2/20,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10835,燒肉本命食べ放題-新北永和店,新北市永和區永和路2段116號5樓,-,114/7/23,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10836,燒肉本命食べ放題-新北永和店,新北市永和區永和路2段116號5樓,無糖玉露青茶,114/7/7,食品中微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10837,燕京牛肉莊,臺北市萬華區環河南路2段245號,澳冷凍前腱,112/5/17,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10838,燕京牛肉莊,臺北市萬華區環河南路二段245號,牛腩,111/9/15,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10839,燕京牛肉莊,臺北市萬華區環河南路2段245號,羊腿肉,110/11/10,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10840,燕子油飯,新北市新莊區福營路358號,豬肉(台灣),111/6/23,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10841,燕莊實業有限公司,新北市中和區員山里員山路504號4樓之5,-,113/8/9,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10842,燕莊實業有限公司,新北市中和區員山里員山路504號4樓之5,凝固劑S,113/8/1,溴酸鉀,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10843,燕萃生技股份有限公司,新北市汐止區環河里福德一路403號,-,112/5/22,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10844,燕萃生技股份有限公司,新北市汐止區環河里福德一路403號,原珍冰糖燕窩飲,112/4/13,重金屬,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10845,燙達人鐵板屋,新北市泰山區明志路1段393號,-,112/11/22,GHP,合格,-,,,未明確標示,info,原始資料未提供有效法條資訊
10846,燙達人鐵板屋,新北市泰山區明志路1段393號,-,112/11/3,標示,合格,-,,,未明確標示,info,原始資料未提供有效法條資訊
10847,營養銀行,臺北市大同區昌吉街4號,番茄洋蔥珠貝雞粥,114/5/8,重金屬,合格,,,嬰幼兒食品,未明確標示,info,原始資料未提供有效法條資訊
10848,燺藝可可有限公司,臺北市士林區中山北路7段81巷23弄7-3號1樓,-,111/4/13,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10849,燺藝可可有限公司,臺北市士林區中山北路7段81巷23弄7-3號1樓,坦尚尼亞可可豆,111/3/30,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10850,爐灶咖啡,新北市深坑區深坑街32號,肉醬義大利麵,110/1/28,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10851,爭鮮-三重家樂福分公司,新北市三重區重新路5段654號,爭鮮京都稻荷豆皮,111/2/8,防腐劑、著色劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10852,爭鮮股份有限公司,新北市中和區景平路502號1樓,蒲燒鯛魚切條(無角料),111/7/1,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10853,爭鮮股份有限公司,新北市中和區景平路502號1樓,特選魷魚十貫,111/7/7,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10854,爭鮮股份有限公司,新北市中和區興南路一段63之6號2樓,(生魚片)鮭魚清肉,110/9/1,重金屬,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10855,爭鮮股份有限公司-淡水外門市部,新北市淡水區中正路1號1F,鮮蝦稻荷,113/8/19,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10856,爭鮮股份有限公司中正分公司,新北市板橋區中正路225號,冷凍台灣鯛魚切片(生魚片),110/9/7,重金屬,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10857,爭鮮股份有限公司北醫外分公司(爭鮮gogo),臺北市信義區吳興街235號,-,113/7/2,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10858,爭鮮股份有限公司南勢角分公司,新北市中和區興南路1段63之6號2樓,凍海膽,114/7/30,重金屬,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10859,爭鮮股份有限公司南港外帶店,臺北市南港區忠孝東路7段369號B棟1樓,-,113/7/2,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10860,爭鮮股份有限公司土城潤門市部,新北市土城區永安街25號1樓,去刺虱目魚,113/9/23,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10861,爭鮮股份有限公司忠孝分公司,臺北市大安區忠孝東路4段209號2樓,–,111/2/14,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10862,爭鮮股份有限公司泰山分公司,新北市泰山區全興路全福巷180號1樓,開背赤蝦,111/11/18,防腐劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10863,爭鮮股份有限公司碧潭潤外門市部,新北市新店區環河路22號B1樓,–,111/1/3,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10864,爭鮮股份有限公司重慶家門市部(爭鮮迴轉壽司-重慶家樂福店),臺北市大同區重慶北路2段171號,爭鮮草莓千層蛋糕,112/7/17,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10865,爭鮮股份有限公司點爭鮮蘆洲家門市部,新北市三重區五華街282號4樓,–,111/1/3,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10866,爭鮮股分有限公司汐止二分公司,新北市汐止區中興路236號,凍海膽,113/10/1,重金屬,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10867,爭鮮迴轉壽司-南京復興店,臺北市松山區南京東路三段285號1樓,海灣貝,114/9/12,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10868,爭鮮迴轉壽司-土城店,新北市土城區學府路1段202號,–,114/7/11,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10869,爭鮮迴轉壽司-土城店,新北市土城區學府路1段202號,–,114/7/2,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10870,爭鮮迴轉壽司-碧潭大全聯店,新北市新店區環河路22號B1,方型叉燒切片(SE角煮),114/9/3,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10871,牛Bar淡海店,新北市淡水區義山路2段301號,美國牛沙朗,113/3/18,重金屬,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10872,牛丁國際餐飲有限公司新店大豐分公司,新北市新店區大豐路23之1號,松板豬,110/8/20,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10873,牛丁次郎坊,新北市中和區仁愛街12號,牛五花,110/8/20,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10874,牛之鄉牛排館,新北市新莊區新莊路284號,鐵板麵,110/1/28,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10875,牛井飲食店,新北市中和區中山路二段40號1樓,高麗菜,114/6/23,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10876,牛伯伯商行,新北市三重區環河南路254巷90號1樓,牛肉,111/1/5,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10877,牛嫂牛肉鋪,臺北市士林區士東路100號1樓第106號攤位,牛肉絲,113/4/23,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10878,牛富溫體涮牛肉,臺北市中山區林森北路438號2樓,牛肉,115/1/6,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10879,牛小路中山分公司,臺北市中山區中山北路1段152號,牛胸腹肉塊,113/5/9,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10880,牛格格企業社,台北市士林區通河西街一段100號1樓,原味優格,114/7/21,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10881,牛格格企業社,台北市士林區通河西街一段100號1樓,,114/8/12,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10882,牛格格企業社,台北市士林區通河西街一段100號1樓,無加糖優格(奶素可食),114/9/8,食品中微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10883,牛淘氣牛排館,新北市中和區安平路162號,-,112/11/9,GHP,合格,-,,,未明確標示,info,原始資料未提供有效法條資訊
10884,牛淘氣牛排館,新北市中和區安平路162號,-,112/1/31,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10885,牛淘氣牛排館,新北市中和區安平路162號,-,112/1/9,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10886,牛爺牛排,新北市三重區慈愛街129號1樓,牛肉,110/7/28,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10887,牛真好吃牛排館(牛好吃),新北市三峽區國際二街19號,-,113/1/8,標示,合格,-,,,未明確標示,info,原始資料未提供有效法條資訊
10888,牛真好吃牛排館(牛好吃),新北市三峽區國際二街19號,-,113/1/22,GHP,合格,-,,,未明確標示,info,原始資料未提供有效法條資訊
10889,牛筋學苑企業有限公司,新北市新店區寶興路45巷9弄8號1樓,絞肉,110/5/12,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10890,牛總涮牛肉,臺北市中山區吉林路314號,現宰牛肉片,112/5/17,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10891,牛羊專賣店,臺北市大安區通化街57巷10-9號,羊肉,113/1/17,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10892,牛老伯市集,新北市樹林區大雅路273號,有機茄子,111/4/26,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10893,牛老大小吃店,臺北市大同區承德路3段74號,牛肉塊,113/1/16,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10894,牛老大涮牛肉台北八德店,臺北市松山區八德路4段219號,台灣牛肉,111/9/13,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10895,牛肉攤商,新北市板橋區江寧路3段79巷2號,牛肋條(澳洲),111/11/10,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10896,牛肉鋪,臺北市萬華區環河南路2段245號,瘦肉,112/5/17,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10897,牛莊牛排,新北市樹林區樹新路85號,-,112/11/29,GHP,合格,-,,,未明確標示,info,原始資料未提供有效法條資訊
10898,牛莊牛排,新北市樹林區樹新路85號,-,112/11/9,標示,合格,-,,,未明確標示,info,原始資料未提供有效法條資訊
10899,牛角,臺北市士林區忠誠路2段55號12樓,豬背肩里肌燒肉片,110/4/20,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10900,牛角日本燒肉專門店南港車站店,臺北市南港區忠孝東路7段369號,西班牙豬五花燒肉片,111/10/18,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10901,牛角日本燒肉專門店南港車站店,臺北市南港區忠孝東路7段369號C棟8樓,20-30g胸肉條(美),110/9/24,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10902,牛角日本燒肉專門店板橋店,新北市板橋區中山路一段152號13樓,上肩胛燒肉片(美國牛),111/7/1,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10903,牛車水鐵板燒,新北市三峽區介壽路1段50號,頸花肉,111/2/10,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10904,牛車水鐵板燒,新北市三峽區介壽路1段50號,台灣豬前腿肉片,110/7/2,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10905,牛軋堂牛肉麵店,臺北市萬華區昆明街134-2號,美國牛腱子心,110/3/3,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10906,牧實生活國際有限公司,新北市中和區新南里中興街124號1樓,牧實雪凝鮮奶,114/7/28,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10907,牧實生活國際有限公司,新北市中和區新南里中興街124號1樓,,114/8/29,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10908,牧羊人燒肉有限公司(阿彤北和牛海鮮燒肉定食樹林直營店),新北市樹林區樹新路141號,-,113/7/26,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10909,牧羊人燒肉有限公司(阿彤北和牛海鮮燒肉定食樹林直營店),新北市樹林區樹新路141號,西班牙伊比利豬梅花肉ELPOZO,113/7/8,乙型受體素,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10910,牧菓國際有限公司,新北市樹林區金寮里武林街12之2號3樓,有機草莓蘋果米餅,114/9/8,標示,合格,,,嬰幼兒食品,未明確標示,info,原始資料未提供有效法條資訊
10911,牧菓國際有限公司,新北市樹林區金寮里武林街12之2號3樓,-,114/10/13,GHP,合格,,,嬰幼兒食品,未明確標示,info,原始資料未提供有效法條資訊
10912,牧菓國際有限公司,新北市樹林區武林街12-2號3樓,有機蘋果米菓,112/5/10,多環芳香族碳氫化合物,合格,,,嬰幼兒食品,未明確標示,info,原始資料未提供有效法條資訊
10913,特米特早午餐,新北市三重區三民街326號,紅茶,110/1/6,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10914,特耀餐飲服務股份有限公司,新北市五股區興珍里五工一路101號,胸腹肉NR#245C(美國牛),114/1/13,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10915,特耀餐飲服務股份有限公司,新北市五股區興珍里五工一路101號,-,114/2/20,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10916,特耀餐飲服務股份有限公司,新北市五股區五工一路101號1樓,豬梅花(巴拉圭豬),114/5/16,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10917,特里股份有限公司新莊四維營業所,新北市新莊區四維路1號,-,111/4/14,GHP,合格,-,,-,未明確標示,info,原始資料未提供有效法條資訊
10918,特里股份有限公司新莊四維營業所,新北市新莊區四維路1號,提拉米蘇,111/3/16,食品微生物,合格,-,,-,未明確標示,info,原始資料未提供有效法條資訊
10919,特里股份有限公司新莊四維營業所,新北市新莊區四維路1號,芋泥寶盒,111/4/15,食品微生物,合格,-,,-,未明確標示,info,原始資料未提供有效法條資訊
10920,犁記餅店,臺北市中山區長安東路二段67號,酥皮紅豆蛋黃酥,112/7/20,防腐劑、著色劑、食品中蘇丹色素,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10921,犁記餅店,台北市中山區長安東路2段67號,香芋酥,110/8/6,防腐劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10922,犁記餅店,台北市中山區長安東路2段67號,-,110/8/11,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10923,狀元香食品有限公司,新北市汐止區大同路1段286巷13號,前腱(豬),110/8/13,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10924,狀元香食品有限公司汐止廠,新北市汐止區樟樹里大同路1段286巷13號,豬腱子(成品),111/2/11,保色劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10925,狂一鍋,新北市三重區重新路2段79號,,113/9/6,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10926,狂一鍋,新北市三重區重新路2段79號,-,113/11/7,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10927,狂一鍋林口環境營業所,新北市林口區文化三路1段402巷2號3樓,豬肉,110/12/15,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10928,狠生氣日式燒烤(鼎鼎餐飲有限公司),新北市永和區永和路2段318號,-,111/9/27,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10929,狠生氣日式燒烤(鼎鼎餐飲有限公司),新北市永和區永和路2段318號,烤漢堡肉,111/9/7,食品中微生物衛生標準,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10930,猓玀苑,臺北市中山區興安街40號,—,113/10/9,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10931,猓玀苑,臺北市中山區興安街40號,豬肝,113/9/12,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10932,獅子王企業股份有限公司(市招：獅子王KTV),臺北市文山區羅斯福路4段200號2樓之38,冰塊,111/7/13,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10933,獅子王企業股份有限公司(市招：獅子王KTV),臺北市文山區羅斯福路4段200號2樓之38,−,111/7/26,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10934,獅特賣崇德店,臺北市北區崇德路一段258號,綾鷹綠茶,111/8/1,放射性核種,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10935,獨家古早雞專賣店,臺北市中山區民族東路410巷14號,烏骨雞,113/10/1,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10936,獨家古早雞專賣店,臺北市中山區民族東路410巷14號,雞腿,113/3/29,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10937,獨家古早雞專賣店,臺北市中山區民族東路410巷14號,烏骨雞,112/2/14,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10938,獨家羊肉羹,新北市八里區中山路2段249號,豬頸肉,110/3/18,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10939,獸肉區106號攤,臺北市萬華區環河南路2段245號1樓,豬肝,114/3/13,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10940,玄添肉品,臺北市北投區中央南路一段218號,豬肉,111/9/13,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10941,玉喜飯店有限公司,臺北市大安區忠孝東路4段289號3-5樓,-,110/4/1,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10942,玉成國小,臺北市南港區向陽路31號,-,114/9/30,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10943,玉成國小,臺北市南港區向陽路31號,-,114/2/24,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10944,玉成國小,臺北市南港區向陽路31號,泰式打拋豬便當,113/9/26,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10945,玉成國小,臺北市南港區向陽路31號,無錫排骨便當(桶餐),113/2/27,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10946,玉成國小,臺北市南港區西新里向陽路31號,-,112/9/23,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10947,玉成國小,臺北市南港區西新里向陽路31號,壽喜燒肉便當,112/9/21,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10948,玉成國小,臺北市南港區西新里向陽路31號,-,112/3/15,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10949,玉成國小,臺北市南港區西新里向陽路31號,-,112/3/14,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10950,玉成國小,臺北市南港區西新里向陽路31號,-,111/10/3,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10951,玉成國小,臺北市南港區西新里向陽路31號,-,111/2/21,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10952,玉成國小,臺北市南港區向陽路31號,-,110/3/10,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10953,玉成國小,臺北市南港區向陽路31號,-,110/10/18,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10954,玉成國小,臺北市南港區向陽路31號,春川炒雞(桶餐),110/10/14,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10955,玉成國小,臺北市南港區向陽路31號,南洋香茅雞便當,110/3/16,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10956,玉春蔬果行,新北市鶯歌區建國路106號,芥菜,110/1/26,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10957,玉樹雜糧行,臺北市萬華區寶興街37號,燕麥,112/9/6,重金屬,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10958,玉洋兒小吃店,新北市三峽區大同路30號,絲瓜(菜瓜),114/6/23,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10959,玉洋兒小吃店,新北市三峽區大同路30號,–,112/9/7,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10960,玉湛小吃店(市招：三媽臭臭鍋汐止忠孝店),新北市汐止區忠孝東路256號,海鮮豆腐鍋,110/1/6,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10961,玉燕零售攤商,臺北市中山區民族東路410巷24號,粉腸,113/4/30,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10962,玉珍齋-台北車站微風門市,臺北市中正區北平西路3號1F,芋頭酥(小)8入,112/7/17,防腐劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10963,玉瑪行,臺北市中正區同安街14號,生鴨蛋,112/3/1,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10964,玉瑪行,臺北市中正區同安街14號,雞蛋(紅),111/3/3,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10965,玉美小吃店,新北市樹林區復興路294號,豬肉,110/6/21,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10966,玉記亭香食品行(玉記李亭香),新北市三重區中央北路12號,寸棗-中(純素),115/1/19,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10967,玉鼎福有限公司,新北市汐止區中興路226號之5,鴨肉,112/4/14,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10968,王O平,臺北市萬華區萬大路531號,黃魚,111/6/7,動物用藥殘留(恩氟奎林羧酸),不合格,違反食品安全衛生管理法第47條裁處,30000,,違反食安法第47條,medium,依第47條裁處 → 多源自第22/25/26/27條
10969,王O玉,臺北市松山區南京東路5段291巷43號,瘦肉,110/8/18,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10970,王O裕,臺北市內湖區五分街18號,鴨肉,114/7/8,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10971,王伯川麵食館,新北市三重區三陽路49號,麵,110/2/8,防腐劑、殺菌劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10972,王冠粿行,台北市萬華區富民路155巷15號,芋粿Q,113/11/19,防腐劑、邦克列酸,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10973,王君豪小吃店(王朝鐵板燒),臺北市內湖區港墘路52號,-,112/11/14,GHP,合格,-,,,未明確標示,info,原始資料未提供有效法條資訊
10974,王品餐飲股份有限公司,臺北市萬華區峨眉街37號4樓,豬/梅花肉條/0.6CM/丹麥/皇冠/冷凍,111/9/15,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10975,王品餐飲股份有限公司(原燒台北西門店),臺北市萬華區中華路一段90號2樓,-,114/7/29,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10976,王品餐飲股份有限公司(原燒新莊中正分公司),新北市新莊區中正路425號2樓,水果風味醬汁,111/7/1,防腐劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10977,王品餐飲股份有限公司(原燒板橋文化店),新北市板橋區文化路1段280號2樓,-,113/6/27,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10978,王品餐飲股份有限公司(夏慕尼台北中山北店),台北市中山區中山北路二段44號B1,-,112/2/8,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10979,王品餐飲股份有限公司(夏慕尼台北中山北店),台北市中山區中山北路二段44號B1,食用冰塊,112/2/15,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10980,王品餐飲股份有限公司(夏慕尼台北忠孝東店),台北市大安區忠孝東路四段333號2樓.2樓之1,-,113/1/9,標示,合格,-,,,未明確標示,info,原始資料未提供有效法條資訊
10981,王品餐飲股份有限公司(夏慕尼板橋民生店),新北市板橋區民生路二段235號1樓及231號B1,-,112/2/3,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10982,王品餐飲股份有限公司(王品牛排板橋縣民大道店),新北市板橋區縣民大道一段189號2樓,-,112/2/3,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10983,王品餐飲股份有限公司(肉次方新店民權店),新北市新店區民權路86號2樓,經典沙拉,114/7/2,食品微生物,合格,-,,,未明確標示,info,原始資料未提供有效法條資訊
10984,王品餐飲股份有限公司(肉次方新店民權店),新北市新店區民權路86號2樓,-,114/7/8,GHP,合格,-,,,未明確標示,info,原始資料未提供有效法條資訊
10985,王品餐飲股份有限公司(藝奇板橋麗寶店),新北市板橋區縣民大道2段3號6樓,-,111/8/24,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10986,王品餐飲股份有限公司(西堤台北三峽分公司),新北市三峽區學成路398號3樓,-,113/1/10,標示,合格,-,,,未明確標示,info,原始資料未提供有效法條資訊
10987,王品餐飲股份有限公司(西堤新莊新泰分公司),新北市新莊區新泰路303號2樓,-,113/1/12,標示,合格,-,,,未明確標示,info,原始資料未提供有效法條資訊
10988,王品餐飲股份有限公司(西堤新莊新泰分公司),新北市新莊區新泰路303號2樓,食用冰塊,113/1/10,食品微生物,合格,-,,,未明確標示,info,原始資料未提供有效法條資訊
10989,王品餐飲股份有限公司(陶板屋樹林中山店),新北市樹林區中山路一段100號2樓及102號2樓,-,112/2/2,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10990,王品餐飲股份有限公司-和牛涮臺北忠孝東店(和牛涮),臺北市大安區忠孝東路四段128號2樓,有機虎紋黑美人菇,111/1/5,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10991,王品餐飲股份有限公司丰禾台北南京東店(丰禾台味風格料理台北南京東店),臺北市中山區南京東路2段144及146號2樓,豬/梅花肉塊/2.5*2.5*2.5cm/巴拉圭/冷凍/KG,113/11/21,動物用藥,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10992,王品餐飲股份有限公司丰禾台北南京東店(丰禾台味風格料理台北南京東店),臺北市中山區南京東路2段144及146號2樓,-,113/12/13,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
10993,王品餐飲股份有限公司享鴨板橋縣民大道店,新北市板橋區縣民大道二段1號1樓,水蓮,114/4/23,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
